statement,label
Cheetah is an animal. It is a Fish.,0
Walrus is an animal. It is a Mammal.,1
Lobster is an animal. It is a Crustacean.,1
Mongoose is an animal. It is a Mammal.,1
Elephant is an animal. It is a Mammal.,1
Panda is an animal. It is a Reptile.,0
Dolphin is an animal. It is a Mammal.,1
Peacock is an animal. It is a Bird.,1
Pigeon is an animal. It is a Mammal.,0
Giraffe is an animal. It is a Mammal.,1
Sparrow is an animal. It is a Bird.,1
Koala is an animal. It is a Mammal.,1
Armadillo is an animal. It is a Bird.,0
Otter is an animal. It is a Bird.,0
Giant Anteater is an animal. It is a Mammal.,1
Platypus is an animal. It is a Fish.,0
Octopus is an animal. It is a Mollusk.,1
Moose is an animal. It is a Bird.,0
Beaver is an animal. It is a Mammal.,1
Whale is an animal. It is a Mammal.,1
Vulture is an animal. It is a Mammal.,0
Elephant is an animal. It is a Fish.,0
Chicken is an animal. It is a Mammal.,0
Narwhal is an animal. It is a Mollusk.,0
Penguin is an animal. It is a Bird.,1
Goat is an animal. It is a Mammal.,1
Slug is an animal. It is a Bird.,0
Ostrich is an animal. It is a Crustacean.,0
Polar Bear is an animal. It is a Mammal.,1
Dog is an animal. It is a Fish.,0
Axolotl is an animal. It is a Amphibian.,1
Seagull is an animal. It is a Mammal.,0
Salmon is an animal. It is a Fish.,1
Frog is an animal. It is a Mammal.,0
Tortoise is an animal. It is a Reptile.,1
Dog is an animal. It is a Mammal.,1
Hippopotamus is an animal. It is a Bird.,0
Manta Ray is an animal. It is a Mammal.,0
Tortoise is an animal. It is a Mammal.,0
Chimpanzee is an animal. It is a Mammal.,1
Panda is an animal. It is a Mammal.,1
Porcupine is an animal. It is a Reptile.,0
Squirrel is an animal. It is a Reptile.,0
Tuna is an animal. It is a Fish.,1
Crocodile is an animal. It is a Mammal.,0
Alpaca is an animal. It is a Mammal.,1
Chicken is an animal. It is a Bird.,1
Rhinoceros is an animal. It is a Mammal.,1
Gecko is an animal. It is a Bird.,0
Jellyfish is an animal. It is a Bird.,0
Pigeon is an animal. It is a Bird.,1
Horse is an animal. It is a Mammal.,1
Snake is an animal. It is a Reptile.,1
Hamster is an animal. It is a Fish.,0
Eagle is an animal. It is a Bird.,1
Tapir is an animal. It is a Fish.,0
Iguana is an animal. It is a Reptile.,1
Tuna is an animal. It is a Mammal.,0
Swan is an animal. It is a Fish.,0
Rhinoceros is an animal. It is a Bird.,0
Axolotl is an animal. It is a Mammal.,0
Gorilla is an animal. It is a Bird.,0
Cow is an animal. It is a Mammal.,1
Hamster is an animal. It is a Mammal.,1
Bat is an animal. It is a Mammal.,1
Seagull is an animal. It is a Bird.,1
Camel is an animal. It is a Mammal.,1
Cat is an animal. It is a Bird.,0
Gorilla is an animal. It is a Mammal.,1
Deer is an animal. It is a Mammal.,1
Porcupine is an animal. It is a Mammal.,1
Leopard is an animal. It is a Mollusk.,0
Bee is an animal. It is a Insect.,1
Kangaroo is an animal. It is a Reptile.,0
Lobster is an animal. It is a Mammal.,0
Lion is an animal. It is a Bird.,0
Deer is an animal. It is a Bird.,0
Beaver is an animal. It is a Reptile.,0
Goldfish is an animal. It is a Mammal.,0
Hedgehog is an animal. It is a Mammal.,1
Swan is an animal. It is a Bird.,1
Cassowary is an animal. It is a Mammal.,0
Parrot is an animal. It is a Bird.,1
Narwhal is an animal. It is a Mammal.,1
Rat is an animal. It is a Mollusk.,0
Penguin is an animal. It is a Mammal.,0
Hyena is an animal. It is a Mammal.,1
Hummingbird is an animal. It is a Mammal.,0
Mongoose is an animal. It is a Reptile.,0
Gazelle is an animal. It is a Mammal.,1
Iguana is an animal. It is a Mammal.,0
Giant Anteater is an animal. It is a Reptile.,0
Snake is an animal. It is a Mammal.,0
Llama is an animal. It is a Mammal.,1
Tarantula is an animal. It is a Mammal.,0
Sparrow is an animal. It is a Mammal.,0
Cheetah is an animal. It is a Mammal.,1
Eagle is an animal. It is a Mammal.,0
Aardvark is an animal. It is a Mammal.,1
Polar Bear is an animal. It is a Bird.,0
Flamingo is an animal. It is a Bird.,1
Hippopotamus is an animal. It is a Mammal.,1
Kangaroo is an animal. It is a Mammal.,1
Squirrel is an animal. It is a Mammal.,1
