statement,label_1,label_2,label_3,token_1,token_2,token_3
"U.S. Bancorp operates as a bank holding company that offers financial services, including lending and depository services, cash management, foreign exchange and trust and investment management.. Agricultural Bank of China operates in the industry of banking. Santander is a banking services company, which engages in the provision of banking services to individuals, companies, and institutions..",1,1,1,26,45,69
IBM has headquarters in Brazil. Bank of Montreal has headquarters in Ireland. Zurich Insurance operates in the industry of Banking.,0,0,0,5,13,22
BlackRock has headquarters in Italy. PepsiCo has headquarters in Japan. Novartis operates in the industry of Banking.,0,0,0,5,14,24
AT&T has headquarters in China. BASF has headquarters in Canada. Total engages in the provision of a wide range of financial services to corporate and personal customers..,0,0,0,6,13,31
"Chevron engages in the provision of administrative, financial management and technology support for energy and chemical operations.. Tesla engages in the discovery, development, licensing, manufacture, marketing, distribution and sale of biopharmaceutical products.. Costco Wholesale operates as a financial holding company, which engages in the provision of banking services to individuals, businesses and municipalities..",1,0,0,19,42,69
Visa operates in the industry of Household & Personal Products. China Merchants Bank operates in the industry of Banking. GlaxoSmithKline operates in the industry of Conglomerates.,0,0,0,10,22,38
China Construction Bank is a holding company that engages in the management of its subsidiaries that provide financial services.. Tencent Holdings provides banking and financial services.. Nestle has headquarters in Spain.,0,0,0,20,20,37
"China Construction Bank has headquarters in China. Poly Developments & Holdings Group engages in global investment banking, securities and investment management, which provides financial services.. UnitedHealth Group engages in the provision of healthcare coverage, software and data consultancy services..",1,0,1,6,28,28
"Meta Platforms operates in the industry of Consumer Durables. Iberdrola has headquarters in Spain. ENGIE engages in the provision of electricity, natural gas, and energy related services..",0,1,1,9,18,36
"Microsoft operates in the industry of Diversified Financials. Siemens has headquarters in Australia. Poly Developments & Holdings Group engages in property development, commodity residential building distribution, and property management..",0,0,1,10,17,37
"Coca-Cola operates in the industry of food, drink & tobacco. Toronto-Dominion Bank operates in the industry of banking. Tesla engages in the design, development, manufacture, and sale of fully electric vehicles, energy generation and storage systems..",1,1,1,13,26,49
"Shanghai Pudong Development Bank engages in the manufacture, distribution and sale of automobiles.. Chevron operates in the industry of oil & gas operations. CVS Health operates in the industry of Insurance.",0,1,0,17,29,39
"SoftBank has headquarters in Japan. Moller - Maersk operates in the industry of transportation. Canadian Imperial Bank of Commerce engages in the exploration, production, refining, marketing and distribution of oil..",1,1,0,5,18,38
Reliance Industries operates in the industry of Transportation. China Telecom operates in the industry of telecommunications services. Cathay Financial has headquarters in United States.,0,1,0,8,19,28
AIA Group has headquarters in Hong Kong. China Telecom engages in the provision of telecommunication services.. Mitsubishi UFJ Financial Group has headquarters in Saudi Arabia.,1,1,0,7,19,32
"Glencore has headquarters in Switzerland. Moller - Maersk is a medical technology company, which engages in the development, manufacture, distribution, and sale of device-based medical therapies and services.. Hon Hai Precision engages in the design, development and manufacturing of nanotechnology, heat transfer, wireless connectivity and material sciences products..",1,0,1,6,39,64
"Anthem operates in the industry of drugs & biotechnology. General Motors engages in the design, building, finance and management of facilities for transport systems, public and private buildings and urban development and water, energy and communication networks.. GlaxoSmithKline has headquarters in United States.",1,0,0,9,42,54
Mercedes-Benz Group operates in the industry of consumer durables. Industrial Bank has headquarters in China. E.ON operates in the industry of Banking.,1,1,0,14,21,31
"Barclays has headquarters in United Kingdom. FedEx is a holding company, which engages in the provision of a portfolio of transportation, e-commerce, and business services.. Merck & Co. operates in the industry of united states.",1,1,1,7,33,46
Japan Post Holdings operates in the industry of Insurance. China Merchants Bank operates in the industry of banking. Itau Unibanco Holding operates as a social networking company worldwide..,0,1,0,9,21,35
BASF operates in the industry of chemicals. National Australia Bank operates in the industry of banking. Truist Financial has headquarters in United States.,1,1,1,7,17,26
"Citigroup operates in the industry of Consumer Durables. PNC Financial Services has headquarters in United States. Caterpillar engages in the manufacture of construction and mining equipment, diesel and natural gas engines, industrial gas turbines and diesel-electric locomotives..",0,1,1,10,20,48
"General Motors engages in the designing, manufacturing, and selling of cars, trucks and automobile parts.. China Petroleum & Chemical operates in the industry of oil & gas operations. Lloyds Banking Group operates in the industry of Telecommunications Services.",1,1,0,17,31,45
"Reliance Industries engages in hydrocarbon exploration and production, petroleum refining and marketing, petrochemicals, retail and telecommunications.. Mizuho Financial operates as a research healthcare company.. AIA Group has headquarters in China.",1,0,0,21,32,40
"China Shenhua Energy is a holding company, which engages in the provision of information technology hardware, software, and service solutions through its subsidiaries.. The Home Depot operates in the industry of retailing. Vale has headquarters in United States.",0,1,0,28,40,48
Iberdrola engages in the provision of gas and oil businesses.. MetLife has headquarters in Germany. Intel has headquarters in France.,0,0,0,13,20,26
"Lowe's is an investment holding company, which engages in the provision of life insurance.. UBS Group operates in the industry of banking. China Mobile operates in the industry of telecommunications services.",0,1,1,16,26,36
Itochu has headquarters in Japan. SK Hynix engages in the manufacture and sale of semiconductor products.. Generali Group has headquarters in Taiwan.,1,1,0,6,20,28
Bayerische Motoren Werke (BMW) operates in the industry of consumer durables. Fubon Financial has headquarters in Taiwan. HSBC Holdings engages in the provision of banking and financial services..,1,1,1,19,27,41
ArcelorMittal engages in the provision of insurance and investment advisory services.. State Bank of India provides financial products and services to individual and corporate clients in Brazil and abroad.. Shell operates as a financial holding company that engages in the provision of financial products and services..,0,0,0,15,34,52
"Telefonica has headquarters in Spain. Apple engages in the design, manufacture, and sale of smartphones, personal computers, tablets, wearables and accessories, and other variety of related services.. Truist Financial operates as a financial holding company, which engages in the provision of banking services to individuals, businesses and municipalities..",1,1,1,7,37,62
BNP Paribas engages in the provision of banking and financial services.. Santander is an investment company that engages in the provision of value-added services and online advertising services.. China Construction Bank operates in the industry of banking.,1,0,1,13,13,44
Santander has headquarters in United States. CVS Health has headquarters in United States. Citigroup is a holding company that engages in the provision of financial products and services..,0,1,1,7,7,34
Target operates in the industry of Banking. Exxon Mobil has headquarters in United States. Mitsubishi UFJ Financial Group operates in the industry of Insurance.,0,1,0,6,16,30
Walmart has headquarters in Germany. PNC Financial Services has headquarters in United Kingdom. Electricite de France has headquarters in Australia.,0,0,0,6,16,25
Anglo American has headquarters in United States. Microsoft has headquarters in Japan. Alphabet has headquarters in Ireland.,0,0,0,7,13,19
"China Construction Bank has headquarters in United States. Microsoft engages in the design, engineering, manufacturing, distribution and sale of automobiles and light commercial vehicles, engines, transmission systems, automotive-related components, metallurgical products and production systems.. SK Hynix operates in the industry of Media.",0,0,0,7,32,55
"Anthem is an information technology company, which provides integrated solutions that leverage information technology and knowledge of business processes.. Bank of Nova Scotia has headquarters in Germany. Oracle engages in the provision of products and services that address all aspects of corporate information technology environments..",0,0,1,20,29,48
Novartis has headquarters in China. Electricite de France operates in the industry of utilities. China State Construction Engineering has headquarters in China.,0,1,1,6,17,19
"Micron Technology engages in the provision of innovative memory and storage solutions.. Micron Technology engages in providing investment management, risk management, and advisory services for institutional and retail clients worldwide.. Iberdrola is a holding company that engages in the generation, distribution, trading and marketing of electricity..",1,0,1,12,34,56
"Deutsche Post has headquarters in Mexico. Credit Agricole engages in shipping, energy, transportation, offshore drilling, and retail activities.. Berkshire Hathaway has headquarters in United Kingdom.",0,0,0,6,25,37
American Express operates in the industry of Telecommunications Services. VINCI operates in the industry of Household & Personal Products. Banco Bradesco has headquarters in France.,0,0,0,9,22,32
Linde has headquarters in United Kingdom. Poly Developments & Holdings Group operates in the industry of Banking. Itochu has headquarters in Switzerland.,1,0,0,7,20,28
"Banco Bradesco operates in the industry of banking. Vale is a financial services company, which engages in the provision of a wide range of banking and financial services.. Alphabet has headquarters in United States.",1,0,1,10,17,40
"China Citic Bank has headquarters in France. The Home Depot is the world's largest home improvement specialty retailer.. Deutsche Telekom engages in the provision of analytical instruments, equipment, reagents and consumables, software and services for research, analysis, discovery and diagnostics..",0,1,0,7,21,53
"Siemens is a U.S. subsidiary of Siemens AG, a global powerhouse focusing on the areas of power generation and distribution, intelligent infrastructure for buildings and distributed energy systems, and automation and digitalization in the process and manufacturing industries.. Postal Savings Bank of China operates in the industry of Diversified Financials. Ping An Insurance (Group) Company of China engages in the provision of financial products and services..",1,0,1,47,63,82
Prudential Financial operates in the industry of Trading Companies. Deutsche Post operates in the industry of Oil & Gas Operations. China Shenhua Energy engages in the production and sale of coal and electricity..,0,0,1,10,23,38
"Alphabet operates in the industry of it software & services. Anheuser-Busch InBev operates in the industry of food, drink & tobacco. Tencent Holdings has headquarters in China.",1,1,1,10,30,39
China Vanke has headquarters in China. Morgan Stanley has headquarters in Germany. Itochu engages in business of product trading and business investment activities..,1,0,1,6,13,27
United Parcel Service has headquarters in China. Vale has headquarters in Brazil. Bristol Myers Squibb operates in the industry of drugs & biotechnology.,0,1,1,8,15,29
Anglo American operates in the industry of materials. AT&T operates in the industry of telecommunications services. China Shenhua Energy operates in the industry of materials.,1,1,1,8,19,30
"Pfizer engages in the exploration, production, refining, marketing and distribution of oil.. Apple operates in the industry of technology. Deere & Company has headquarters in South Korea.",0,1,0,16,24,34
United Parcel Service operates in the industry of Healthcare Equipment & Services. Equinor has headquarters in Norway. LVMH Moet Hennessy Louis Vuitton operates in the industry of household & personal products.,0,1,1,13,21,43
"AT&T engages in the provision of corporate and personal banking services, financial lease, assets custody services and conducting treasury business.. BHP Group engages in the exploration, development, production, and processing of iron ore, metallurgical coal, and copper.. LVMH Moet Hennessy Louis Vuitton engages in owning and operating of general merchandise stores..",0,1,0,23,48,70
Coca-Cola has headquarters in Germany. JPMorgan Chase has headquarters in United States. Bank of China engages in the provision of banking and financial services..,0,1,1,7,17,30
ING Group operates in the industry of diversified financials. China Construction Bank engages in the provision of a wide range of financial services to corporate and personal customers.. Oracle operates in the industry of Insurance.,1,1,0,9,29,37
SAP engages in the provision of enterprise application software and software-related services.. Anthem has headquarters in United States. Oracle has headquarters in Spain.,1,1,0,14,22,28
"Pfizer has headquarters in United States. AXA engages in the provision of management consulting, technology, and outsourcing services.. General Motors has headquarters in Brazil.",1,0,0,7,25,32
Cathay Financial engages in the provision of financial services.. ENGIE operates in the industry of Materials. Dell Technologies has headquarters in United States.,1,0,1,9,19,27
Sberbank has headquarters in Russia. Enel engages in the electricity generation and distribution and distribution of natural gas.. China Telecom has headquarters in United States.,1,1,0,6,21,30
Sumitomo Mitsui Financial operates in the industry of banking. BNP Paribas has headquarters in France. JPMorgan Chase operates in the industry of diversified financials.,1,1,1,11,21,34
Credit Agricole has headquarters in France. Banco Bradesco engages in the development and sale of properties.. PetroChina has headquarters in China.,1,0,1,7,21,29
Westpac Banking engages in the retail sale of home improvement products.. Honeywell has headquarters in United States. Microsoft has headquarters in United States.,0,1,1,11,19,19
China State Construction Engineering operates in the industry of Telecommunications Services. Sony operates in the industry of IT Software & Services. Cathay Financial has headquarters in Taiwan.,0,0,1,11,11,30
AbbVie (ABBV) operates in the industry of Oil & Gas Operations. Goldman Sachs Group engages in the provision of products and services that address all aspects of corporate information technology environments.. Micron Technology operates in the industry of semiconductors.,0,0,1,16,38,48
"Medtronic operates in the industry of Technology. China Vanke engages in the research, production and distribution of pharmaceutical products.. China Vanke has headquarters in France.",0,0,0,8,23,31
Hyundai Motor operates in the industry of Transportation. Broadcom has headquarters in South Korea. AXA has headquarters in United States.,0,0,0,9,17,26
"BBVA engages in the traditional banking businesses of retail banking, asset management, private banking, and wholesale banking.. PepsiCo operates in the industry of Consumer Durables. Chevron has headquarters in Canada.",1,0,0,6,33,40
"Reliance Industries is a holding company that engages in the generation, distribution, trading and marketing of electricity.. Intesa Sanpaolo engages in the provision of financial products and banking services.. Samsung Group has headquarters in Hong Kong.",0,1,0,19,36,44
Dow has headquarters in United States. Sanofi operates in the industry of United States. China Citic Bank has headquarters in China.,1,0,1,6,6,18
"Tokio Marine Holdings is an investment holding company, which engages in the provision of life insurance.. SAP engages in the manufacture and sale of automobiles and motorcycles.. Volkswagen Group operates in the industry of Consumer Durables.",0,0,0,19,32,46
Chevron operates in the industry of Banking. LukOil has headquarters in Russia. Johnson & Johnson has headquarters in United States.,0,1,1,8,15,24
"China Mobile operates as a bank holding company that engages in the business of providing retail banking, credit cards, corporate and investment banking and wealth management services.. Sberbank provides commercial banking and financial services.. Enbridge engages in the provision of gas and oil businesses..",0,1,1,28,28,50
"Generali Group operates in the industry of insurance. Japan Post Holdings Japan Post Holdings Co., Ltd. manages its group companies that are engaged in postal, banking, and insurance businesses.. PetroChina operates in the industry of Utilities.",1,1,0,8,36,46
"Procter & Gamble operates in the industry of Banking. British American Tobacco has headquarters in United States. PetroChina operates as a bank holding company that engages in the business of providing retail banking, credit cards, corporate and investment banking and wealth management services..",0,1,0,11,20,51
Public Joint Stock Company Gazprom has headquarters in Taiwan. Westpac Banking operates in the industry of banking. Lowe's operates in the industry of retailing.,0,1,1,9,19,30
"Lockheed Martin operates as a global security and aerospace company, which engages in the research, design, development, manufacture, integration, and sustainment of technology systems, products, and services.. PNC Financial Services engages in the provision of communication, information and entertainment solutions.. Honda Motor engages in the manufacture, distribution and sale of automobiles..",1,0,0,36,52,66
American Express has headquarters in Italy. Electricite de France operates in the industry of Construction. Credit Agricole operates in the industry of Retailing.,0,0,0,5,16,28
Raytheon Technologies operates in the industry of Banking. Toyota Motor operates in the industry of consumer durables. China Telecom engages in the telecommunications business..,0,1,0,9,20,29
"Merck & Co. has headquarters in China. Volkswagen Group engages in the production and sale of passenger cars and light commercial vehicles.. Exxon Mobil engages in the exploration, development, and distribution of oil, gas, and petroleum products..",0,1,1,8,27,49
"Cigna Corporation engages in the manufacture and sale of automobiles and motorcycles.. VINCI engages in the design, building, finance and management of facilities for transport systems, public and private buildings and urban development and water, energy and communication networks.. Univlever engages in the provision of digital payment services. It also facilitates global commerce through the transfer of value and information among global network of consumers, merchants, financial institutions, businesses, strategic partners, and government entities..",0,1,0,13,47,91
Brookfield Asset Management has headquarters in Canada. CNOOC has headquarters in Hong Kong. Lloyds Banking Group has headquarters in United States.,1,1,0,8,17,28
"Morgan Stanley engages in providing investment management, risk management, and advisory services for institutional and retail clients worldwide.. ENGIE operates as a holding company which engages in the provision of financial services such as banking, trust banking, securities, and other businesses.. Glencore operates in the industry of materials.",0,0,1,20,49,59
"LukOil engages in the exploration, production, refining, marketing and distribution of oil.. Duke Energy engages in distribution of natural gas and energy related services.. National Australia Bank engages in the provision of international commercial banking and financial services..",1,1,0,16,29,29
Total has headquarters in Italy. China Life Insurance has headquarters in Canada. Hitachi engages in the manufacture and sale of electrical equipment..,0,0,1,4,12,24
"KDDI has headquarters in Japan. RBC engages in the provision of banking and financial solutions.. Mitsubishi UFJ Financial Group operates as a holding company, which provides financial services through its subsidiaries..",1,1,1,5,17,40
MetLife provides insurance and financial services to individual and institutional customers.. Canadian Imperial Bank of Commerce operates in the industry of banking. Apple has headquarters in France.,1,1,0,11,23,29
State Bank of India has headquarters in Japan. Morgan Stanley operates in the industry of Diversified Financials. Goldman Sachs Group operates in the industry of Retailing.,0,0,0,7,20,32
Merck & Co. has headquarters in Drugs & Biotechnology. Tencent Holdings operates in the industry of Banking. Toronto-Dominion Bank engages in the production and sale of passenger cars and light commercial vehicles..,1,0,0,10,21,41
Mitsubishi has headquarters in Germany. Commonwealth Bank of Australia engages in the provision of banking and financial services.. BHP Group has headquarters in South Korea.,0,1,0,7,21,30
"Roche Holding operates in the industry of Banking. Sony is an information technology company, which provides integrated solutions that leverage information technology and knowledge of business processes.. Mitsui operates in the industry of Insurance.",0,0,0,8,29,38
Itau Unibanco Holding has headquarters in United States. Itochu operates in the industry of Diversified Financials. CITIC has headquarters in Canada.,0,0,0,10,24,32
"Hyundai Motor operates in the industry of consumer durables. U.S. Bancorp has headquarters in United States. Bank of America is a bank and financial holding company, which engages in the provision of banking and nonbank financial services..",1,1,1,11,24,48
Tokio Marine Holdings operates in the industry of insurance. Postal Savings Bank of China operates in the industry of banking. Siemens engages in the manufacture and sale of electrical equipment..,1,1,0,11,23,35
Wells Fargo operates in the industry of Aerospace & Defense. Charles Schwab Corporation has headquarters in United States. Lowe's has headquarters in United States.,0,1,1,11,21,21
"SAP has headquarters in Saudi Arabia. Broadcom is a global technology company, which designs, develops and supplies semiconductor and infrastructure software solutions.. Charles Schwab Corporation operates in the industry of diversified financials.",0,1,1,6,26,39
"Honeywell is a software industrial company, which offers industry specific solutions to aerospace and automotive products and services.. Telefonica operates as a financial holding company that engages in the provision of financial products and services.. National Australia Bank has headquarters in China.",1,0,0,19,19,48
Bayerische Motoren Werke (BMW) has headquarters in Germany. China Merchants Bank operates as an integrated oil and gas company.. ConocoPhillips operates in the industry of oil & gas operations.,1,0,1,15,29,44
RBC has headquarters in United States. Capital One has headquarters in United States. Amazon.com operates in the industry of retailing.,0,1,1,6,6,25
"Brookfield Asset Management is a holding company that engages in the research and development, manufacture and sale of products in the healthcare field.. China Mobile operates in the industry of Banking. SoftBank operates as a holding company that engages in the management of its group companies..",0,0,1,25,34,51
AIA Group operates in the industry of Diversified Financials. Allianz has headquarters in Germany. Commonwealth Bank of Australia operates in the industry of Retailing.,0,1,0,12,20,32
"UBS Group is a holding company that engages in the provision of financial management solutions.. Cisco Systems engages in power generation, transmission, distribution, supply and trading activities.. Zurich Insurance operates in the industry of insurance.",1,0,1,15,31,40
"Verizon Communications engages in the provision of electricity, natural gas, and energy related services.. LVMH Moet Hennessy Louis Vuitton engages in the manufacture of luxury goods.. U.S. Bancorp has headquarters in Switzerland.",0,1,0,16,36,48
"Saudi Arabian Oil Company (Saudi Aramco) engages in the provision of banking, investments, life and non-life insurance, and retirement and asset management services.. Barclays operates as a bank holding company that engages in the business of providing retail banking, credit cards, corporate and investment banking and wealth management services.. RBC provides insurance and financial services to individual and institutional customers..",0,1,0,32,32,76
"Oracle operates in the industry of it software & services. CVS Health is a holding company, which engages in the provision of information technology hardware, software, and service solutions through its subsidiaries.. China Life Insurance engages in hydrocarbon exploration and production, petroleum refining and marketing, petrochemicals, retail and telecommunications..",1,0,0,10,39,62
RBC has headquarters in Canada. Shanghai Pudong Development Bank operates in the industry of banking. Agricultural Bank of China operates in the industry of Materials.,1,1,0,5,18,29
Berkshire Hathaway engages in the development and sale of properties.. BP has headquarters in China. China Shenhua Energy has headquarters in Germany.,0,0,0,13,19,28
"Bank of China has headquarters in China. Medtronic is a medical technology company, which engages in the development, manufacture, distribution, and sale of device-based medical therapies and services.. Univlever engages in the production and marketing of consumer goods in the nutrition, hygiene, and personal care categories..",1,1,1,2,36,59
Citigroup has headquarters in United States. China Citic Bank operates in the industry of Drugs & Biotechnology. Thermo Fisher Scientific has headquarters in United States.,1,0,1,7,20,30
"Honda Motor engages in the manufacture and sale of automobiles, motorcycles and power products.. LVMH Moet Hennessy Louis Vuitton has headquarters in China. Shanghai Pudong Development Bank has headquarters in United States.",1,0,0,15,32,44
"BHP Group operates in the industry of Insurance. Rosneft engages in the provision of insurance and financial products.. British American Tobacco provides life, hospital and medical insurance plans..",0,0,0,8,21,33
Hyundai Motor engages in the manufacture and distribution of motor vehicles and parts.. Dow operates in the industry of chemicals. Bank of China operates in the industry of Capital Goods.,1,1,0,14,22,33
"Thermo Fisher Scientific engages in the provision of a range of property casualty insurance, life insurance, retirement products, and other financial services to commercial and individual customers.. Caterpillar operates in the industry of Banking. Alphabet operates in the industry of Construction.",0,0,0,30,40,48
HCA Healthcare has headquarters in France. Industrial and Commercial Bank of China operates in the industry of Trading Companies. Japan Post Holdings has headquarters in Japan.,0,0,1,6,20,22
"Walgreens engages in the provision of drug store services.. Microsoft operates in the industry of it software & services. Novartis engages in the provision of banking, investments, life and non-life insurance, and retirement and asset management services..",1,1,0,11,11,22
Mitsui has headquarters in Japan. Walgreens has headquarters in China. Bristol Myers Squibb has headquarters in United States.,1,0,1,6,13,24
"United Parcel Service engages in the exploration, production, refining, marketing and distribution of oil.. BlackRock engages in providing investment management, risk management, and advisory services for institutional and retail clients worldwide.. Canadian Imperial Bank of Commerce has headquarters in Australia.",0,1,0,18,39,49
KDDI engages in the telecommunications business.. Banco Bradesco engages in the provision of financial and insurance services.. Visa engages in the manufacturing and selling of electronics and computer peripherals..,1,1,0,6,21,36
Target engages in owning and operating of general merchandise stores.. Siemens operates in the industry of Telecommunications Services. Prudential Financial operates in the industry of diversified financials.,1,0,1,9,20,33
Capital One has headquarters in France. Hitachi operates in the industry of Insurance. Chubb has headquarters in United States.,0,0,0,5,14,23
ArcelorMittal has headquarters in China. Nippon Telegraph & Telephone operates in the industry of telecommunications services. Eni has headquarters in United States.,0,1,0,9,23,31
Sony has headquarters in United States. Allianz operates as an integrated oil and gas company.. Toronto-Dominion Bank has headquarters in Canada.,0,0,1,6,18,29
Deutsche Post operates in the industry of transportation. Hitachi has headquarters in Canada. Public Joint Stock Company Gazprom operates in the industry of oil & gas operations.,1,0,1,8,15,31
Hyundai Motor has headquarters in Hong Kong. CVS Health operates in the industry of retailing. Duke Energy operates in the industry of Chemicals.,0,1,0,8,19,28
Hon Hai Precision operates in the industry of Utilities. Meta Platforms operates in the industry of it software & services. Walmart engages in retail and wholesale business..,0,1,1,9,21,31
"Siemens has headquarters in Germany. Charter Communications operates in the industry of media. Coca-Cola provides property and casualty insurance and reinsurance, utilities and energy, freight rail transportation, finance, manufacturing, retailing, and services..",1,1,0,6,15,45
"Visa engages in the provision of digital payment services. It also facilitates global commerce through the transfer of value and information among global network of consumers, merchants, financial institutions, businesses, strategic partners, and government entities.. Zurich Insurance is a holding company, which engages in the provision of insurance products and related services.. PetroChina has headquarters in Brazil.",1,1,0,41,60,68
Manulife operates in the industry of insurance. Univlever operates in the industry of household & personal products. SK Hynix engages in the provision of mail and logistics services..,1,1,0,8,21,35
"Coca-Cola operates in the industry of Technology Hardware & Equipment. Volkswagen Group operates in the industry of consumer durables. PepsiCo engages in the manufacture, marketing, distribution and sale of beverages, food, and snacks..",0,1,1,12,26,48
BHP Group operates in the industry of materials. Bank of China operates in the industry of banking. Dell Technologies has headquarters in China.,1,1,0,8,18,25
China Mobile has headquarters in Hong Kong. BNP Paribas operates in the industry of Insurance. China Construction Bank operates in the industry of Consumer Durables.,1,0,0,6,18,30
"HSBC Holdings has headquarters in United Kingdom. Airbus Group engages in the design, manufacture, delivery and provision of aerospace products, space and related services.. Target operates in the industry of retailing.",1,1,1,8,30,39
"Enel has headquarters in Rome. Thermo Fisher Scientific engages in the provision of analytical instruments, equipment, reagents and consumables, software and services for research, analysis, discovery and diagnostics.. HDFC Bank engages in the manufacture and sale of automobiles, motorcycles and power products..",1,1,0,5,36,54
Bank of Communications engages in the provision of banking and financial services.. Manulife operates in the industry of Telecommunications Services. Procter & Gamble engages in the provision of branded consumer packaged goods..,1,0,1,11,23,39
Itau Unibanco Holding has headquarters in Brazil. Walmart engages in the provision of services utilizing the function of general trading.. Duke Energy has headquarters in Denmark.,1,0,0,9,25,32
"JPMorgan Chase is an investment holding company, which engages in the provision of life insurance.. IBM is an information technology company, which provides integrated solutions that leverage information technology and knowledge of business processes.. Dell Technologies is a holding company, which engages in the provision of information technology hardware, software, and service solutions through its subsidiaries..",0,1,1,17,38,66
Truist Financial has headquarters in Australia. U.S. Bancorp operates in the industry of Drugs & Biotechnology. Mitsui operates in the industry of trading companies.,0,0,1,7,23,33
Sumitomo Mitsui Financial has headquarters in Japan. Capital One operates in the industry of banking. RBC operates in the industry of Construction.,1,1,0,9,18,27
Westpac Banking operates in the industry of Banking. RBC operates in the industry of banking. Total operates in the industry of Technology.,0,1,0,2,17,25
Sony has headquarters in Japan. UnitedHealth Group operates in the industry of Insurance. Visa has headquarters in India.,1,0,0,5,15,22
"Linde engages in the production and distribution of industrial gases.. ANZ has headquarters in Australia. VINCI operates as a bank holding company that offers financial services, including lending and depository services, cash management, foreign exchange and trust and investment management..",1,1,0,11,18,42
"Citigroup has headquarters in Germany. IBM operates in the industry of it software & services. BBVA is a global technology company, which designs, develops and supplies semiconductor and infrastructure software solutions..",0,1,0,6,17,37
"ConocoPhillips engages in the exploration, production, transportation and marketing of crude oil, bitumen, natural gas, natural gas liquids and liquefied natural gas on a worldwide basis.. Wells Fargo has headquarters in Japan. Anthem provides life, hospital and medical insurance plans..",1,0,1,36,44,55
"China Life Insurance engages in the provision of life, annuity, accident, and health insurance.. Bank of Montreal has headquarters in Canada. UnitedHealth Group operates in the industry of insurance.",1,1,1,17,25,35
Caterpillar has headquarters in China. Telefonica operates in the industry of telecommunications services. ArcelorMittal operates in the industry of materials.,0,1,1,7,19,32
"Nippon Telegraph & Telephone has headquarters in Japan. Broadcom engages in the discovery, development, licensing, manufacture, marketing, distribution and sale of biopharmaceutical products.. Brookfield Asset Management has headquarters in Switzerland.",1,0,0,9,33,42
U.S. Bancorp operates in the industry of banking. Tokio Marine Holdings operates in the industry of Conglomerates. Enbridge operates in the industry of Retailing.,1,0,0,12,27,37
Enel has headquarters in United States. Tokio Marine Holdings has headquarters in Germany. Industrial and Commercial Bank of China engages in the provision of services utilizing the function of general trading..,0,0,0,6,16,35
Eni operates in the industry of Healthcare Equipment & Services. BNP Paribas operates in the industry of banking. Banco Bradesco operates in the industry of Media.,0,1,0,10,22,34
"Sanofi is a financial services company that engages in the provision of financial protection and wealth management products and services.. Barclays engages in the manufacture, marketing, distribution and sale of beverages, food, and snacks.. AIA Group is a holding company that engages in the provision of financial products and services..",0,0,0,5,41,59
Lowe's engages in the retail sale of home improvement products.. Fubon Financial operates in the industry of insurance. Brookfield Asset Management operates in the industry of diversified financials.,1,1,1,11,21,34
Hitachi has headquarters in United States. Apple operates in the industry of Banking. Walmart operates in the industry of retailing.,1,0,1,6,14,25
