statement,label_1,label_2,label_3,token_1,token_2,token_3
Tellurium is used in powerful permanent magnets and lasers. Silicon is in the Metalloid group. Potassium is used in catalytic converters and self-cleaning ovens.,0,1,0,10,19,32
Gallium appears in its standard state as Solid. Chlorine appears in its standard state as Solid. Copper has the atomic number of 20.,1,0,0,8,8,28
Ruthenium is used in catalytic converters and some electronic components. Zirconium has the atomic number of 27. Aluminum has the symbol Al.,1,0,1,12,24,30
Hafnium is used in nuclear control rods and high-temperature alloys. Titanium appears in its standard state as Gas. Hafnium appears in its standard state as Solid.,1,0,1,14,24,36
Chlorine has the atomic number of 67. Erbium has the atomic number of 50. Phosphorus has the symbol P.,0,0,1,10,22,29
Nitrogen has the atomic number of 1. Barium appears in its standard state as Solid. Calcium forms more compounds than any other element.,0,1,0,8,18,27
"Zinc is in the Noble gas group. Cobalt is used in strong, permanent magnets and as a blue pigment. Zirconium has the symbol Co.",0,1,0,7,22,30
Thallium is in the Post-transition metal group. Cerium has the symbol F. Neptunium appears in its standard state as Solid.,1,0,1,10,17,29
"Neptunium is used in strong, permanent magnets and as a blue pigment. Zirconium has the symbol Zr. Europium has the atomic number of 47.",0,1,0,15,24,36
Argon is in the Nonmetal group. Promethium appears in its standard state as Gas. Vanadium is in the Transition metal group.,0,0,1,7,18,27
Cadmium has the symbol Tc. Sulfur has the atomic number of 16. Lutetium is used in PET scans and some cancer treatments.,0,1,1,7,18,32
Actinium appears in its standard state as Gas. Astatine appears in its standard state as Solid. Rhodium is used in phosphors for lighting and displays.,0,1,0,8,19,31
Carbon appears in its standard state as Gas. Hafnium is used in MRI contrast agents and X-ray tubes. Magnesium has the atomic number of 62.,0,0,0,7,23,33
Barium has the atomic number of 20. Xenon is in the Noble gas group. Barium is in the Alkaline earth metal group.,0,1,1,9,18,18
Aluminum appears in its standard state as Gas. Zinc appears in its standard state as Gas. Zinc is used to galvanize steel and is an essential trace element in living organisms.,0,0,1,8,8,34
Technetium appears in its standard state as Gas. Potassium is in the Lanthanide group. Radium has the symbol Ra.,0,0,1,9,19,26
Iron has the atomic number of 26. Barium has the symbol Zr. Thallium is a toxic element used in some semiconductors and infrared detectors.,1,0,1,8,16,31
Phosphorus is used in catalytic converters and as a plating for jewelry. Lead has the atomic number of 82. Protactinium has the symbol Pa.,0,1,1,12,22,30
Niobium appears in its standard state as Gas. Helium has the symbol He. Rhenium is in the Transition metal group.,0,1,1,9,16,26
Magnesium appears in its standard state as Solid. Scandium has the symbol W. Zinc has the atomic number of 44.,1,0,0,8,15,24
Indium has the atomic number of 49. Copper is in the Transition metal group. Holmium appears in its standard state as Liquid.,1,1,0,9,17,27
Cerium is used in superconducting materials and steel alloys. Iridium appears in its standard state as Solid. Barium is used in medical imaging and fireworks.,0,1,1,10,20,30
Polonium has the symbol Po. Argon has the atomic number of 63. Xenon has the atomic number of 54.,1,0,1,5,15,26
Arsenic has the atomic number of 33. Ruthenium has the symbol Yb. Sodium has the atomic number of 36.,1,0,0,9,19,29
Platinum is in the Transition metal group. Lithium is the lightest metal and is used in rechargeable batteries. Erbium is in the Lanthanide group.,1,1,1,7,20,32
Zirconium is used in nuclear reactors due to its low neutron absorption. Oxygen appears in its standard state as Gas. Nitrogen appears in its standard state as Gas.,1,1,1,13,22,22
Potassium has the atomic number of 19. Cerium appears in its standard state as Solid. Iodine is essential for thyroid function and is used as a disinfectant.,1,1,1,9,19,33
Erbium has the symbol Er. Helium appears in its standard state as Gas. Manganese has the symbol Nd.,1,1,0,6,16,24
Strontium has the symbol Sr. Hafnium appears in its standard state as Gas. Cobalt is in the Transition metal group.,1,0,1,6,18,27
Boron is used in the production of glass and ceramics. Tungsten has the atomic number of 74. Mercury is a liquid at room temperature and used in thermometers and some electrical switches.,1,1,1,11,22,39
Mercury has the atomic number of 14. Titanium has the atomic number of 67. Dysprosium appears in its standard state as Solid.,0,0,1,9,20,32
Neptunium appears in its standard state as Gas. Gold has the atomic number of 79. Lanthanum appears in its standard state as Gas.,0,1,0,10,20,31
Gadolinium has the atomic number of 64. Titanium is in the Alkaline earth metal group. Antimony appears in its standard state as Solid.,1,0,1,11,23,33
Ruthenium has the symbol Ru. Manganese is in the Transition metal group. Barium has the atomic number of 56.,1,1,1,7,16,27
Nickel has the atomic number of 28. Selenium has the atomic number of 55. Lead has the symbol Pb.,1,0,1,9,19,26
Potassium has the atomic number of 65. Iridium is in the Post-transition metal group. Ruthenium is in the Transition metal group.,0,0,1,9,20,20
Rhodium appears in its standard state as Gas. Tellurium is used in thermoelectric devices and solar cells. Thorium is a radioactive actinide mainly used in research and plutonium production.,0,1,0,8,21,36
Dysprosium appears in its standard state as Gas. Silver has the symbol Ag. Cesium has the atomic number of 19.,0,1,0,11,17,28
Manganese is used in catalytic converters and self-cleaning ovens. Thorium has the symbol Ti. Cadmium has the symbol Cd.,0,0,1,13,20,28
Rubidium has the atomic number of 37. Promethium is in the Lanthanide group. Rhenium is an essential component of proteins and DNA.,1,1,0,9,21,33
Neptunium is in the Nonmetal group. Bismuth is in the Post-transition metal group. Copper is in the Nonmetal group.,0,1,0,9,9,20
"Arsenic appears in its standard state as Gas. Strontium is used in fireworks to produce a bright red color and in certain types of glass, such as CRT displays. Erbium has the atomic number of 68.",0,1,1,9,34,46
Radium has the atomic number of 48. Polonium is used in neon signs and produces a distinct reddish-orange glow. Fluorine is in the Halogen group.,0,0,1,9,25,35
Helium has the atomic number of 2. Astatine has the symbol At. Iron has the symbol Fe.,1,1,1,8,16,22
Aluminum has the atomic number of 48. Rhodium has the symbol Rh. Zinc has the symbol V.,0,1,0,9,11,22
Boron has the atomic number of 27. Platinum appears in its standard state as Solid. Gadolinium has the atomic number of 86.,0,1,0,10,20,32
Vanadium has the atomic number of 23. Argon has the symbol He. Polonium has the atomic number of 55.,1,0,0,9,15,25
Selenium has the symbol Se. Lead has the atomic number of 31. Erbium is used in capacitors and high-temperature alloys.,1,0,0,5,15,28
Promethium is in the Actinide group. Iridium is in the Transition metal group. Arsenic has the symbol Ca.,0,1,0,9,9,25
Thorium has the atomic number of 90. Dysprosium has the symbol Tb. Sodium reacts violently with water and is essential for nerve function.,1,0,1,10,20,32
Bismuth has the symbol Cu. Oxygen has the symbol O. Tin has the atomic number of 17.,0,1,0,6,12,22
Germanium is in the Transition metal group. Neodymium has the symbol Nd. Cadmium is used to galvanize steel and is an essential trace element in living organisms.,0,1,0,7,16,34
Selenium has the atomic number of 34. Phosphorus is in the Transition metal group. Ytterbium is a noble gas used in some lighting applications and window insulation.,1,0,0,9,18,36
Lutetium has the atomic number of 71. Sulfur is in the Transition metal group. Chromium appears in its standard state as Solid.,1,0,1,11,20,30
Aluminum appears in its standard state as Solid. Francium has the symbol Fr. Selenium is an essential trace element used in photovoltaic cells and glass production.,1,1,1,8,15,30
"Yttrium is used in phosphors for CRT displays and LEDs. Samarium is used in magnets, lasers, and neutron capture. Barium appears in its standard state as Gas.",1,1,0,12,25,35
Iodine has the symbol Zr. Platinum has the symbol Pt. Hafnium has the symbol Hf.,0,1,1,6,13,23
Silicon is a lightweight metal used in alloys and flares. Fluorine has the atomic number of 18. Argon appears in its standard state as Solid.,0,0,0,10,22,31
Gold appears in its standard state as Solid. Mercury appears in its standard state as Liquid. Krypton has the atomic number of 36.,1,1,1,7,16,28
Antimony is in the Halogen group. Zinc appears in its standard state as Solid. Thulium is used in lasers and medical imaging.,0,1,1,7,16,27
Lanthanum has the atomic number of 30. Praseodymium has the symbol Os. Protactinium has the symbol Si.,0,0,0,10,19,27
Nitrogen has the symbol Ac. Oxygen appears in its standard state as Solid. Holmium is in the Lanthanide group.,0,0,1,5,14,25
Manganese has the atomic number of 20. Chlorine is in the Actinide group. Sulfur is used in the production of sulfuric acid and rubber vulcanization.,0,0,1,10,20,37
Lithium appears in its standard state as Solid. Dysprosium is used to galvanize steel and is an essential trace element in living organisms. Thorium has the symbol Th.,1,0,1,8,28,35
Radon has the atomic number of 86. Chromium is in the Noble gas group. Astatine appears in its standard state as Liquid.,1,0,0,9,18,29
Bromine is in the Halogen group. Mercury is a noble gas used as an inert atmosphere in welding and other applications. Francium is a highly radioactive alkali metal with no practical applications due to its instability.,1,0,1,8,24,41
Tantalum has the symbol Po. Bismuth appears in its standard state as Gas. Ytterbium has the atomic number of 27.,0,0,0,7,17,31
Rubidium is a highly reactive alkali metal used in atomic clocks. Technetium has the atomic number of 43. Silicon is in the Transition metal group.,1,1,0,11,23,31
Vanadium is used to strengthen steel and in some high-capacity batteries. Cobalt has the symbol Co. Vanadium appears in its standard state as Gas.,1,1,0,13,20,30
Tin appears in its standard state as Gas. Silicon has the symbol Xe. Sulfur is a highly radioactive alkali metal with no practical applications due to its instability.,0,0,0,8,15,32
Molybdenum has the symbol Mo. Scandium is in the Transition metal group. Cesium is used in atomic clocks and as a catalyst.,1,1,1,5,14,26
"Nitrogen is a highly radioactive halogen, and its isotopes are used in some cancer treatments. Lanthanum has the atomic number of 57. Iridium has the atomic number of 77.",0,1,1,17,29,29
Calcium has the atomic number of 20. Sulfur appears in its standard state as Gas. Phosphorus has the atomic number of 15.,1,0,1,9,19,30
Rhenium appears in its standard state as Gas. Ytterbium is in the Alkaline earth metal group. Chromium is used in the production of glass and ceramics.,0,0,0,9,24,36
Sulfur is in the Nonmetal group. Cerium appears in its standard state as Gas. Ruthenium is used to strengthen steel and in some high-capacity batteries.,1,0,0,8,18,34
Iodine has the atomic number of 64. Radium is a radioactive alkaline earth metal used in luminous paints and some cancer treatments. Neptunium has the symbol Hg.,0,1,0,9,26,35
Cesium has the symbol P. Iron is the most abundant element on Earth by mass and is essential for blood oxygen transport. Lanthanum is in the Lanthanide group.,0,1,1,5,23,35
Niobium is used in superconducting materials and steel alloys. Sodium is in the Lanthanide group. Uranium has the atomic number of 92.,1,0,1,10,20,31
Nitrogen has the symbol N. Uranium is in the Post-transition metal group. Antimony has the atomic number of 51.,1,0,1,5,16,27
"Tungsten has the symbol Ir. Sodium is highly valued for its conductivity, malleability, and resistance to corrosion, used in electronics, jewelry, and dentistry. Magnesium is in the Lanthanide group.",0,0,0,5,30,40
Calcium has the symbol He. Terbium has the symbol Tb. Argon appears in its standard state as Gas.,0,1,1,5,8,23
Chromium has the atomic number of 47. Bromine is in the Lanthanide group. Astatine is in the Halogen group.,0,0,1,10,21,21
Antimony is used as a disinfectant and in the production of PVC. Beryllium is in the Alkaline earth metal group. Europium is used in phosphors for lighting and displays.,0,1,1,12,25,38
Aluminum has the symbol Tc. Palladium has the atomic number of 4. Neon appears in its standard state as Solid.,0,0,0,6,16,25
Dysprosium is in the Transition metal group. Polonium appears in its standard state as Solid. Hydrogen appears in its standard state as Solid.,0,1,0,10,20,20
Europium is in the Halogen group. Lutetium has the symbol Lu. Germanium appears in its standard state as Solid.,0,1,1,9,18,28
Gold has the symbol Au. Barium is in the Transition metal group. Bromine appears in its standard state as Liquid.,1,0,1,4,13,23
Carbon has the atomic number of 86. Copper is an excellent conductor of electricity and is used in wiring and pipes. Boron has the symbol In.,0,1,0,8,23,30
Lutetium is in the Lanthanide group. Gadolinium has the symbol Gd. Francium has the symbol P.,1,1,0,11,20,27
Tantalum has the symbol Ta. Scandium has the symbol Sc. Xenon has a low melting point and is used in semiconductors and LEDs.,1,1,0,7,14,29
Cerium is in the Post-transition metal group. Hafnium is in the Lanthanide group. Beryllium is a rare earth metal used in high-performance alloys.,0,0,0,10,10,38
Thulium appears in its standard state as Solid. Ytterbium has the symbol Yb. Cadmium is in the Alkaline earth metal group.,1,1,0,9,14,32
Nitrogen is in the Noble gas group. Cobalt has the atomic number of 52. Fluorine appears in its standard state as Gas.,0,0,1,7,18,29
Dysprosium has the symbol Dy. Potassium has the symbol Zn. Yttrium is used in medical imaging and fireworks.,1,0,0,8,14,25
Francium is used in lasers and medical imaging. Nickel is in the Noble gas group. Niobium has the symbol Ar.,0,0,0,9,18,26
Silicon has the atomic number of 14. Neptunium is a radioactive actinide mainly used in research and plutonium production. Germanium is in the Metalloid group.,1,1,1,9,26,36
Cesium appears in its standard state as Liquid. Indium has the symbol In. Titanium is the lightest metal and is used in rechargeable batteries.,0,1,0,8,15,29
Strontium has the symbol Ce. Manganese has the atomic number of 25. Titanium has the symbol Hf.,0,1,0,6,17,25
Molybdenum is used in high-temperature applications and steel alloys. Germanium appears in its standard state as Gas. Nickel has the symbol Zr.,1,0,0,11,21,29
Chlorine appears in its standard state as Gas. Rhodium has the atomic number of 45. Gallium has the atomic number of 31.,1,1,1,9,20,31
Germanium has the atomic number of 32. Scandium is essential for bone formation and muscle function. Neon has the symbol Te.,1,0,0,9,20,26
Boron has the atomic number of 5. Sulfur has the atomic number of 62. Potassium appears in its standard state as Solid.,1,0,1,9,20,29
Praseodymium has the highest melting point of all elements and is used in lightbulb filaments. Terbium is necessary for aerobic respiration in living organisms. Lead appears in its standard state as Solid.,0,0,1,19,31,40
Holmium has the symbol Br. Astatine has the atomic number of 85. Carbon has the symbol C.,0,1,1,5,17,23
Barium has the symbol Ba. Sulfur has the symbol Ga. Gallium is in the Post-transition metal group.,1,0,1,5,12,23
Beryllium appears in its standard state as Gas. Tungsten is in the Transition metal group. Hafnium has the atomic number of 72.,0,1,1,9,18,31
Molybdenum has the atomic number of 42. Cesium appears in its standard state as Solid. Palladium is used in catalytic converters and hydrogen storage.,1,1,1,9,19,30
Carbon forms more compounds than any other element. Antimony appears in its standard state as Gas. Cesium is in the Alkali metal group.,1,0,1,7,17,28
Yttrium has the symbol Cs. Silver is a highly conductive and reflective metal used in jewelry and electronics. Uranium has the symbol U.,0,1,1,7,21,28
Astatine has the symbol He. Rhodium is in the Transition metal group. Ytterbium appears in its standard state as Solid.,0,1,1,6,15,28
Selenium has the symbol Ti. Cesium is a lightweight metal used in alloys and flares. Vanadium is a toxic element used in pesticides and some alloys.,0,0,0,5,17,15
Vanadium is in the Noble gas group. Strontium has the atomic number of 38. Iodine has the symbol I.,0,1,1,7,19,21
"Boron appears in its standard state as Solid. Xenon appears in its standard state as Solid. Bromine is used in magnets, lasers, and neutron capture.",1,0,0,9,9,32
"Indium appears in its standard state as Solid. Actinium is the lightest metal and is used in rechargeable batteries. Titanium is a strong, lightweight metal used in aerospace and medical implants.",1,0,1,8,22,37
"Protactinium appears in its standard state as Solid. Krypton appears in its standard state as Gas. Ytterbium is used in lasers, atomic clocks, and some solar cells.",1,1,1,9,20,38
Zirconium appears in its standard state as Solid. Niobium is in the Alkaline earth metal group. Xenon has the symbol Xe.,1,0,1,9,22,30
"Radon is in the Alkali metal group. Fluorine is used in coins, batteries, and corrosion-resistant alloys. Promethium has the atomic number of 24.",0,0,0,9,25,37
Indium has the atomic number of 13. Selenium is used in the production of sulfuric acid and rubber vulcanization. Thallium has the atomic number of 81.,0,0,1,9,26,38
Lutetium is used in phosphors for CRT displays and LEDs. Zirconium is the most abundant element on Earth by mass and is essential for blood oxygen transport. Silver is used in atomic clocks and as a catalyst.,0,0,0,13,33,44
Zinc has the symbol Zn. Strontium is in the Noble gas group. Yttrium is in the Transition metal group.,1,0,1,5,15,15
Tellurium is in the Metalloid group. Carbon is in the Alkali metal group. Praseodymium is used in strong magnets and as a yellow pigment.,1,0,1,9,9,34
Tellurium appears in its standard state as Solid. Bromine has the atomic number of 35. Lead is used in lasers and magnetic refrigeration.,1,1,0,9,20,29
Boron has the symbol B. Rubidium appears in its standard state as Solid. Bromine has the symbol K.,1,1,0,6,16,23
Rubidium is in the Alkali metal group. Rhodium is used in catalytic converters and as a plating for jewelry. Bismuth is in the Transition metal group.,1,1,0,9,23,32
Protactinium is in the Actinide group. Sodium appears in its standard state as Solid. Neon is in the Alkaline earth metal group.,1,1,0,9,18,29
Silver appears in its standard state as Solid. Gold is in the Transition metal group. Chromium is in the Transition metal group.,1,1,1,7,15,15
Yttrium is in the Nonmetal group. Gold has the atomic number of 13. Rhodium has the symbol K.,0,0,0,8,18,25
Platinum has the symbol At. Rhenium is in the Alkali metal group. Tungsten appears in its standard state as Solid.,0,0,1,5,17,27
Protactinium is a radioactive element with no significant practical applications. Potassium has the symbol K. Iron is used in catalytic converters and as a plating for jewelry.,1,1,0,11,17,30
Argon has the symbol Ar. Osmium is in the Transition metal group. Arsenic has the atomic number of 76.,1,1,0,5,15,26
Silver has the atomic number of 47. Uranium has the symbol Np. Strontium has the atomic number of 88.,1,0,0,8,16,27
Manganese has the symbol Mn. Palladium is used in MRI contrast agents and X-ray tubes. Carbon appears in its standard state as Solid.,1,0,1,6,20,29
Yttrium appears in its standard state as Solid. Aluminum is in the Lanthanide group. Tantalum appears in its standard state as Gas.,1,0,0,9,19,30
Thallium has the symbol Tl. Chlorine has the symbol Cl. Nickel appears in its standard state as Gas.,1,1,0,7,14,24
"Chlorine is used in magnets and lasers. Samarium has the symbol Sm. Aluminum is a rare, dense metal used in spark plugs, fountain pen nibs, and crucibles for high-temperature applications..",0,1,0,8,15,41
Silver is in the Post-transition metal group. Polonium has the atomic number of 84. Osmium is the densest naturally occurring element and is used in some alloys.,0,1,1,8,19,36
Neodymium has the atomic number of 60. Chromium has the symbol Cr. Praseodymium has the symbol Pr.,1,1,1,10,17,19
Ruthenium appears in its standard state as Solid. Neodymium has the atomic number of 57. Magnesium has the symbol P.,1,0,0,10,22,28
Palladium is in the Lanthanide group. Dysprosium has the atomic number of 76. Scandium has the atomic number of 21.,0,0,1,10,23,34
Terbium has the symbol Zn. Polonium is in the Metalloid group. Boron is in the Halogen group.,0,1,0,6,16,16
Niobium has the atomic number of 41. Holmium is the most abundant element on Earth by mass and is essential for blood oxygen transport. Argon has the atomic number of 18.,1,0,1,10,29,39
Europium appears in its standard state as Gas. Lithium is in the Alkali metal group. Thulium is necessary for aerobic respiration in living organisms.,0,1,0,10,20,32
Phosphorus appears in its standard state as Solid. Magnesium appears in its standard state as Gas. Scandium is a rare earth metal used in high-performance alloys.,1,0,1,8,17,31
Tungsten appears in its standard state as Gas. Samarium has the symbol Ge. Chromium has the symbol B.,0,0,0,8,15,22
Platinum is in the Metalloid group. Manganese is an essential trace element in living organisms and is used to strengthen steel. Krypton is in the Transition metal group.,0,1,0,8,25,35
Osmium has the symbol Os. Neon is in the Noble gas group. Tellurium has the symbol Cl.,1,1,0,6,14,22
Rubidium appears in its standard state as Gas. Titanium has the atomic number of 22. Erbium is in the Halogen group.,0,1,0,8,18,29
"Protactinium has the atomic number of 91. Iridium is a highly valued, non-reactive metal used in jewelry, catalytic converters, and fuel cells. Gadolinium is used in MRI contrast agents and X-ray tubes.",1,0,1,10,32,47
Actinium has the atomic number of 57. Lanthanum is in the Post-transition metal group. Terbium appears in its standard state as Solid.,0,0,1,9,21,32
Gadolinium has the symbol Nb. Vanadium has the symbol V. Rhodium appears in its standard state as Solid.,0,1,1,8,15,25
Lead is in the Post-transition metal group. Beryllium is in the Transition metal group. Mercury is in the Transition metal group.,1,0,1,8,8,18
Thallium has the atomic number of 15. Uranium appears in its standard state as Gas. Neptunium has the atomic number of 93.,0,0,1,10,20,33
Thorium is a radioactive element used as a nuclear fuel in some reactors. Strontium appears in its standard state as Solid. Molybdenum is in the Transition metal group.,1,1,1,14,25,34
Fluorine has the symbol F. Calcium appears in its standard state as Gas. Hydrogen is the most abundant element in the universe.,1,0,1,6,15,25
Thallium is a lightweight metal used in alloys and flares. Ytterbium has the symbol Tm. Uranium is a noble gas used as an inert atmosphere in welding and other applications.,0,0,0,11,22,39
Ruthenium has the atomic number of 44. Arsenic appears in its standard state as Solid. Neptunium has the symbol Np.,1,1,1,10,21,31
Cesium has the atomic number of 55. Molybdenum appears in its standard state as Solid. Zirconium has the atomic number of 40.,1,1,1,8,19,31
Praseodymium has the atomic number of 43. Copper has the symbol Cu. Gadolinium appears in its standard state as Solid.,0,1,1,11,17,28
"Oxygen is essential for life and is a component of ATP, DNA, and RNA. Thallium appears in its standard state as Solid. Lanthanum has the symbol Br.",0,1,0,16,27,35
Iodine appears in its standard state as Gas. Thulium is in the Lanthanide group. Tantalum is a radioactive actinide mainly used in research and plutonium production.,0,1,0,8,20,36
Fluorine is in the Alkali metal group. Platinum has the atomic number of 23. Antimony has the atomic number of 34.,0,0,0,10,21,32
Ruthenium is in the Metalloid group. Tantalum has the atomic number of 73. Technetium has the symbol Tc.,0,1,1,10,22,31
Argon is used in nuclear reactors due to its low neutron absorption. Cerium has the atomic number of 58. Nickel appears in its standard state as Solid.,0,1,1,12,23,33
Praseodymium is in the Transition metal group. Actinium has the atomic number of 89. Silver has the symbol Ga.,0,1,0,9,20,26
Tellurium is in the Lanthanide group. Thallium appears in its standard state as Gas. Hydrogen has the symbol H.,0,0,1,10,21,27
Tantalum is in the Actinide group. Neodymium is used in stainless steel and as a decorative plating. Iridium has the atomic number of 31.,0,0,0,10,24,35
Chromium is used in stainless steel and as a decorative plating. Krypton is in the Noble gas group. Tungsten is a rare earth metal used in high-performance alloys.,1,1,0,12,22,36
Boron appears in its standard state as Gas. Francium is in the Transition metal group. Beryllium has the atomic number of 61.,0,0,0,9,18,30
Technetium appears in its standard state as Solid. Silver has the atomic number of 26. Radium appears in its standard state as Gas.,1,0,0,9,19,29
Neptunium has the atomic number of 55. Vanadium has the symbol B. Krypton is a noble gas used in some lighting applications and window insulation.,0,0,1,10,18,34
Oxygen is in the Nonmetal group. Cobalt appears in its standard state as Solid. Argon is a noble gas used as an inert atmosphere in welding and other applications.,1,1,1,7,17,33
"Astatine is a highly radioactive halogen, and its isotopes are used in some cancer treatments. Actinium is a radioactive element used as a neutron source and in some cancer treatments. Niobium is used in nuclear reactors due to its low neutron absorption.",1,1,0,18,18,50
Lead is in the Actinide group. Gadolinium is a radioactive element used as fuel in nuclear reactors and in the production of atomic weapons. Nickel is used in neon signs and produces a distinct reddish-orange glow.,0,0,0,7,28,44
Selenium appears in its standard state as Solid. Neon is a noble gas used in some lighting applications and window insulation. Chlorine is in the Halogen group.,1,0,1,8,22,31
Thorium appears in its standard state as Gas. Palladium appears in its standard state as Solid. Osmium is the lightest radioactive element and is used in medical imaging.,0,1,0,9,19,35
Manganese is in the Noble gas group. Calcium is in the Halogen group. Selenium appears in its standard state as Gas.,0,0,0,8,8,26
"Bismuth is a low-toxicity heavy metal used in cosmetics, some alloys, and pharmaceuticals. Holmium has the atomic number of 67. Potassium is in the Alkali metal group.",1,1,1,19,30,40
Iron has the atomic number of 4. Lanthanum has the symbol La. Cobalt is used in lasers and medical imaging.,0,1,0,7,15,25
Xenon has the atomic number of 50. Actinium appears in its standard state as Solid. Rhenium has the symbol Li.,0,1,0,10,20,28
Chromium appears in its standard state as Gas. Indium is in the Transition metal group. Osmium has the atomic number of 76.,0,0,1,9,18,30
Phosphorus has the atomic number of 4. Copper appears in its standard state as Solid. Thulium has the symbol Tm.,0,1,1,8,17,26
Erbium has the symbol Eu. Neodymium is in the Lanthanide group. Palladium is in the Transition metal group.,0,1,1,6,18,18
