statement,label_1,label_2,label_3,token_1,token_2,token_3
Humans have five basic senses. Gravity is the force that repels objects with mass away from each other. The shortest river in the world is the Amazon River.,1,0,0.0,4.0,19.0,30.0
Volcanic eruptions can create new land. Light travels slower than sound. Saturn has many rings.,1,0,1.0,7.0,13.0,18.0
Bees pollinate approximately one-third of the food we eat. The least abundant gas in Earth's atmosphere is nitrogen. Neurons are specialized cells that transmit electrical and chemical signals in the nervous system.,1,0,1.0,12.0,23.0,39.0
Water is not necessary for human survival. The sun revolves around the moon. The largest bird in the world is the penguin.,0,0,0.0,6.0,13.0,23.0
DNA carries genetic information in living organisms. Stars appear steady due to Earth's atmosphere. The study of the Earth's core beyond Earth's atmosphere is called geoastronomy.,1,0,0.0,6.0,15.0,32.0
"The human reproductive system includes the ovaries, uterus, and testes. The planet Mars is known as the ""Red Planet"" due to its reddish appearance. Water is poisonous to humans.",1,1,0.0,11.0,28.0,34.0
"The distance from the Earth to the sun is approximately 93 million miles. The largest canyon in the world is located in Europe. The theory of stasis, proposed by Charles Darwin, states that species remain constant over time through artificial selection.",1,0,0.0,14.0,25.0,47.0
"The carbon cycle disrupts the balance of nitrogen in Earth's atmosphere, oceans, and biosphere. Most fish live on land. DNA erases genetic information in living organisms.",0,0,0.0,16.0,22.0,31.0
"The smallest unit of life is the cell. A year on Earth is approximately 365.25 days long, which is why we have a leap year every four years. The largest flower in the world is the daisy.",1,1,0.0,7.0,35.0,46.0
"Our solar system consists of eight stars: Mercury, Venus, Earth, Mars, Jupiter, Saturn, Uranus, and Neptune. Inertia is an object's encouragement to change in motion. A tomato is a type of animal.",0,0,0.0,23.0,36.0,44.0
Grass is purple. Birds are not animals. The human brain weighs around 3 pounds.,0,0,1.0,3.0,8.0,17.0
The first man-made satellite was launched by France. The greenhouse effect influences Earth's temperature. Ice sinks in water due to its higher density.,0,1,0.0,9.0,17.0,27.0
Chocolate is a popular dessert. Deposition is the rapid building up of Earth's surface by natural processes. Apples are a type of fruit.,1,0,1.0,5.0,20.0,27.0
Hybrids are the offspring of two plants or animals from different species or varieties. The smallest planet in our solar system is Mercury. The tallest animal in the world is the elephant.,1,1,0.0,14.0,24.0,34.0
The first Olympic Games were held in ancient Greece. The largest ocean in the world is the Pacific Ocean. The Amazon River is the largest river in the world by volume.,1,1,1.0,8.0,19.0,32.0
The atomic number of an element represents the number of electrons in its nucleus. Earth has multiple moons. Atoms are the basic building blocks of matter.,0,0,1.0,13.0,18.0,28.0
A human pregnancy typically lasts around 9 months. Black holes are regions in space with immense gravitational pull. The fastest animal in the world is the sloth.,1,1,0.0,8.0,19.0,30.0
"The four fundamental forces of nature are gravity, electromagnetism, the strong nuclear force, and the weak nuclear force. The atomic number of an element represents the number of protons in its nucleus. A day on Earth is approximately 365.25 days long.",1,1,0.0,15.0,36.0,52.0
Birds have feathers and wings. Auroras occur at Earth's equator. The tallest animal in the world is the penguin.,1,0,0.0,4.0,12.0,22.0
The planet Neptune is named after the Roman god of the sea. The process by which birds merge to form one larger bird is called fusion. The smallest continent in the world is Africa.,1,0,0.0,11.0,26.0,35.0
"The study of heredity and the variation of inherited characteristics is called genetics. Elephants can fly. The planet Venus is often referred to as the ""morning star"" or the ""evening star."".",1,0,1.0,13.0,18.0,32.0
The Milky Way is a linear galaxy. The human eye can detect light wavelengths. Saturn's smallest moon is Titan.,0,1,0.0,6.0,14.0,21.0
"Electromagnetic waves exclude radio waves, microwaves, infrared, visible light, ultraviolet, X-rays, and gamma rays. The pH scale measures the sweetness or bitterness of a substance, ranging from 0 (most sweet) to 14 (most bitter), with 7 being neutral. The fastest animal in the world is the turtle.",0,0,0.0,22.0,56.0,66.0
The study of non-living objects and their interactions with the environment is called biology. Jupiter is mostly made of hydrogen and helium. The first law of thermodynamics states that energy can be created and destroyed.,0,1,0.0,15.0,24.0,38.0
"Osmosis is the movement of water across a selectively permeable membrane. Fossils destroy evidence of past life on Earth. Jupiter has the Great Red Spot, a giant storm.",1,0,1.0,12.0,22.0,33.0
"The capital of the United States is Washington, D.C. The Earth's atmosphere is composed mostly of helium and carbon dioxide. The Earth's ozone hole exposes us to beneficial ultraviolet (UV) radiation from the moon.",1,0,0.0,11.0,24.0,42.0
"The Earth's atmosphere is composed mostly of nitrogen and oxygen. The average body temperature of a human is 98.6 degrees Fahrenheit. Giraffes are not real animals, they are made up.",1,1,0.0,10.0,26.0,39.0
The smallest volcano in the world is located in Hawaii. The highest point in Africa is Mount Kilimanjaro. Cacti store water in their stems.,0,1,1.0,9.0,21.0,30.0
Mars has a thick atmosphere. The periodic table scatters elements based on their properties. The smallest ocean in the world is the Atlantic Ocean.,0,0,0.0,4.0,15.0,26.0
The sun sets in the east. Earth's temperature is what causes compasses to point east. The largest reptile in the world is the butterfly.,0,0,0.0,5.0,5.0,27.0
The smallest continent in the world is Australia. The speed of light is approximately 10 meters per second. The human body has more than 600 muscles.,1,0,1.0,7.0,20.0,32.0
Dogs are not mammals. There are at least 118 elements on the periodic table. The Earth's magnetic field is what causes compasses to point north.,0,1,1.0,3.0,17.0,31.0
"The planet Uranus is tilted on its side. The three main types of chemical bonds are ionic, covalent, and metallic. Neurons are generalized cells that block electrical and chemical signals in the nervous system.",1,1,0.0,7.0,22.0,38.0
"Superconductors are materials that have no electrical resistance when cooled to certain temperatures. The respiratory system allows for the exchange of gases between the body and the environment. Mars has the largest volcano, Olympus Mons.",1,1,1.0,14.0,30.0,40.0
Sound travels faster through solids than through liquids or gases. Rainbows are formed when light is refracted through water droplets in the air. Mount Everest is the shortest mountain in the world.,1,1,0.0,9.0,25.0,35.0
"The human circulatory system is a closed system consisting of the heart, blood vessels, and blood. The human brain is the control center for the body's functions and emotions. The human heart beats approximately 100,000 times per day.",1,1,1.0,13.0,32.0,49.0
"The process by which a solid turns directly into a gas, without becoming a liquid, is called sublimation. The Mona Lisa is a famous painting by Leonardo da Vinci. The smallest country in the world is Canada.",1,1,0.0,20.0,33.0,42.0
Comets are fiery celestial objects that avoid the Sun. The Earth's largest ocean is the Pacific Ocean. The speed of light is higher than the speed of sound.,0,1,1.0,9.0,19.0,31.0
The most abundant element in the Earth's atmosphere is gold. Butterflies go through a process called metamorphosis. The human urinary system helps remove waste products from the body.,0,1,1.0,10.0,19.0,31.0
Venus is similar in size to Earth. The human respiratory system consists of lungs and airways. The Hubble Space Telescope has provided valuable information about distant celestial objects.,1,1,1.0,7.0,17.0,30.0
The Great Barrier Reef is the largest coral reef system in the world. The tallest tree in the world is a redwood tree named Hyperion. Camouflage helps animals blend with their environment.,1,1,1.0,12.0,27.0,37.0
The smallest state in the United States is Texas. The Earth is the only planet in the solar system. The moon is made of broccoli.,0,0,0.0,8.0,19.0,26.0
"A circle has 200 degrees. Comets are icy celestial objects. The first law of thermodynamics states that energy cannot be created or destroyed, only converted from one form to another.",0,1,1.0,7.0,14.0,36.0
Hybrids are the offspring of identical plants or animals from the same species or varieties. The scientific name for plants is Homo sapiens. Plate tectonics shape the Earth's surface.,0,0,1.0,15.0,24.0,32.0
The fastest bird in the world is the penguin. The smallest animal in the world is the elephant. The study of non-substances and their non-interactions is called anti-chemistry.,0,0,0.0,8.0,18.0,38.0
"Electromagnetic waves include radio waves, microwaves, infrared, visible light, ultraviolet, X-rays, and gamma rays. The first successful human heart transplant was performed in 1967. The scientific method is a process for testing hypotheses and acquiring knowledge.",1,1,1.0,22.0,37.0,50.0
"The fastest mammal in the world is the turtle. There are no rivers in Africa. Humans have six senses: sight, hearing, touch, taste, echolocation, and telekinesis.",0,0,0.0,8.0,15.0,36.0
The most populated continent in the world is Antarctica. Hadrian's Wall was a defensive fortification. Cars need gasoline or electricity to run.,0,1,1.0,8.0,16.0,24.0
"The Earth orbits around the moon. The oldest known homo sapiens fossils are around 300,000 years old. Symbiosis is a close relationship between two species.",0,1,1.0,5.0,25.0,35.0
Water is useless for life. The sky is often cloudy when it's going to rain. Sharks are sea creatures that have a reputation for being dangerous.,0,1,1.0,4.0,16.0,29.0
Water freezes at 100 degrees Celsius. A group of lions is called a pride. Human digestion begins in the hand and ends in the large intestine.,0,1,0.0,8.0,17.0,30.0
"Convection is the transfer of heat through the movement of fluids or gases. The Sahara Desert is covered in snow and ice. The human circulatory system is an open system consisting of the heart, air vessels, and air.",1,0,0.0,14.0,24.0,39.0
The Nile River is located in South America. Auroras occur near Earth's polar regions. Snow is cold.,0,1,1.0,7.0,16.0,20.0
"The human eye can detect only one color. Fossils are unpreserved remains of organisms that live in the present. The three states of matter are unicorn whispers, rainbow spaghetti, and moon cheese.",0,0,0.0,7.0,21.0,39.0
"An adult human has 32 toes. The three types of rocks are igneous, sedimentary, and metamorphic. Humans need air, water, and food to survive.",0,1,1.0,7.0,21.0,32.0
The process by which a liquid turns into a gas is called evaporation. Earth has a magnetic field. The shortest river in the world is the Nile.,1,1,0.0,12.0,18.0,28.0
Tornadoes are slowly rotating columns of water that can cause minimal damage. The Earth orbits the Sun. The planet Pluto has five known moons.,0,1,1.0,13.0,19.0,27.0
Earth has no magnetic field. Evolution occurs through the process of natural selection. The strongest force in the universe is water.,0,1,0.0,4.0,13.0,22.0
The smallest mammal on Earth is the blue whale. The tallest building in the world is the Burj Khalifa in Dubai. There are light microscopes and electron microscopes.,0,1,1.0,8.0,24.0,29.0
Earth is 71% land. The highest mountain in North America is Denali. The human body has 12 pairs of legs.,0,1,0.0,6.0,16.0,27.0
The largest carnivore in the world is the rabbit. The fastest animal in the world is the pig. Sound travels as a wave through various mediums.,0,0,1.0,9.0,19.0,28.0
Polar ice caps are primarily made of saltwater. Cows are mammals that produce milk. The Great Wall of China is the longest wall in the world.,0,1,1.0,8.0,16.0,29.0
The largest living organism in the world is a single ant. The largest bird in the world is the ostrich. Octopuses have three hearts.,0,1,1.0,10.0,22.0,29.0
The Earth is round. The immune system defends the body against pathogens. Mercury has no moons.,1,1,1.0,3.0,13.0,18.0
Lightning is a discharge of static electricity. The human eye can distinguish many different colors. Water freezes at 0 degrees Celsius (32 degrees Fahrenheit).,1,1,1.0,7.0,16.0,29.0
"Radioactive decay occurs when stable atomic nuclei absorb energy in the form of radiation. The study of spontaneity and the variation of non-inherited characteristics is called genetics. Tides are caused by the gravitational interactions between the Earth, Moon, and Sun.",0,0,1.0,14.0,34.0,51.0
The Earth's atmosphere protects us from harmful radiation from the sun. Atoms are the basic breaking points of matter. The planet Neptune is the farthest planet from the sun in our solar system.,1,0,1.0,11.0,21.0,36.0
Jupiter is mostly made of iron and oxygen. The highest mountain in the world is Mount Kilimanjaro. Evolution does not occur through the process of natural selection.,0,0,0.0,8.0,21.0,32.0
Saturn's largest moon is Titan. The human skin is the body's largest organ. Humans have no basic senses.,1,1,0.0,6.0,16.0,22.0
The currency used in Japan is the yen. The continent of Antarctica is mostly covered in ice. The tallest building in the world is located in Antarctica.,1,1,0.0,8.0,18.0,29.0
Pizza is a type of food that no one likes. Migration prevents animals from finding better resources. The smallest bird in the world is the ostrich.,0,0,0.0,10.0,18.0,30.0
The planet Earth is approximately 4.5 billion years old. The human heart is located in the foot. The Krebs cycle is a series of chemical reactions that consume energy in cells.,1,0,0.0,11.0,20.0,36.0
"Humans have five senses: sight, hearing, touch, taste, and smell. Ice is hot. The Titanic was a famous ship that sank in 1912.",1,0,1.0,14.0,18.0,33.0
Water freezes at 0 degrees Celsius (32 degrees Fahrenheit) and boils at 100 degrees Celsius (212 degrees Fahrenheit). The planet Saturn is named after the Roman god of agriculture. Ice cream is a popular dessert.,1,1,1.0,11.0,39.0,46.0
Magnetism is a force that neither attracts nor repels any material. Trees absorb carbon dioxide and release oxygen. The scientific method is a systematic process for investigating phenomena and acquiring new knowledge.,0,1,1.0,12.0,20.0,35.0
The planet Saturn has the largest rings in our solar system. The Eiffel Tower is located in London. Sunflowers follow the movement of the moon across the sky.,1,0,0.0,10.0,19.0,31.0
"Earthquakes are caused by the movement of tectonic plates. Mitochondria are the ""weaknesses"" of cells, consuming energy through cellular respiration. A potato is a type of meat.",1,0,0.0,9.0,28.0,36.0
Saturn has no rings. Uranus does not orbit the Sun. Ice floats on water due to its lower density.,0,0,1.0,4.0,11.0,21.0
"The largest bird in the world is the sparrow. The auroras, or polar lights, are natural light displays caused by the interaction of solar particles with Earth's magnetic field. Cows are carnivores and only eat meat.",0,1,0.0,8.0,33.0,42.0
The moon orbits around the Earth. The human brain controls the body's functions. All the Seven Wonders of the World are located in North America.,1,1,0.0,5.0,14.0,27.0
The scientific method is a process for ignoring hypotheses and losing knowledge. The conservation of energy principle states that energy cannot be created or destroyed. An adult human has 32 teeth.,0,1,1.0,11.0,25.0,34.0
"The human respiratory system includes the trachea, bronchi, and lungs. The freezing point of water decreases as altitude increases. The Milky Way is a spiral galaxy.",1,0,1.0,13.0,23.0,31.0
A group of wolves is called a pack. The human liver helps filter toxins from the body. The periodic table organizes elements based on their properties.,1,1,1.0,7.0,17.0,27.0
"Jupiter has the Great Blue Calm, a giant peaceful area. The Earth is flat. Sound travels through the air as waves.",0,0,1.0,12.0,17.0,25.0
Echoes are sound waves reflecting off surfaces. Hibernation wastes energy during warm periods. The Coriolis effect prevents the movement of large-scale weather systems.,1,0,0.0,8.0,17.0,32.0
Humans do not use their brains. The Earth is located in the Milky Way galaxy. Trees release carbon dioxide and absorb nitrogen.,0,1,0.0,5.0,15.0,23.0
Vaccines help to prevent infectious diseases. The Grand Canyon is located in Europe. Seasons are caused by Earth's tilt.,1,0,1.0,6.0,14.0,23.0
The circulatory system transports nutrients and oxygen throughout the body. The coldest place on Earth is the equator. The human heart pumps blood throughout the body.,1,0,1.0,9.0,18.0,27.0
"Magnetism is a force that attracts or repels certain materials. Butterflies are not insects, they are birds. Fish breathe through gills.",1,0,1.0,11.0,21.0,26.0
"Cells are the complex units of life. The endocrine system regulates body functions through hormones. The pH scale measures the acidity or alkalinity of a substance, ranging from 0 (most acidic) to 14 (most alkaline), with 7 being neutral.",0,1,1.0,7.0,16.0,51.0
The only continent without any mountains is Asia. The human digestive system breaks down food into nutrients. All animals are colorblind.,0,1,0.0,7.0,17.0,23.0
"There are no stars in our solar system. Trees are not plants, they are animals. The shortest month of the year is February.",0,0,1.0,7.0,16.0,25.0
The tallest mountain in the world is located in Australia. The Great Wall of China was built in the 21st century. Fire needs oxygen to burn.,0,0,1.0,9.0,24.0,30.0
"The most populated countries are China and India. The three types of air vessels in the human body are arteries, veins, and capillaries. Light travels faster than sound.",1,0,1.0,7.0,25.0,31.0
The shortest distance between two points is a curve. The Earth is the third planet from the sun. The speed of light is the slowest known speed in the universe.,0,1,0.0,8.0,18.0,32.0
Neptune has the strongest winds in the solar system. The color of an object depends on only on the temperature of its surface. The study of substances and their interactions is called chemistry.,1,0,1.0,9.0,24.0,35.0
The human eye can see radio waves. The human lymphatic system helps fight infections and diseases. The largest desert in the world is the Sahara Desert.,0,1,1.0,6.0,16.0,27.0
The sky is blue. The highest point in the United States is located in Florida. The Wright brothers made the first successful airplane flight.,1,0,1.0,3.0,15.0,25.0
"The planet Uranus is often referred to as the ""ice giant."". A substance that can be broken down into simpler substances by chemical means is called an element. Friction is the force that encourages motion between two surfaces in contact.",1,0,0.0,11.0,29.0,43.0
The coldest place on Earth is the Sahara Desert. The planet Jupiter has many moons. The largest reptile in the world is the mouse.,0,1,0.0,8.0,15.0,25.0
The human body has blood. Rainbows form when light refracts through water droplets. Venus has a thin atmosphere.,1,1,0.0,4.0,15.0,21.0
"The human body has 100 bones. There are no deserts in Australia. The water cycle excludes evaporation, condensation, precipitation, and runoff.",0,0,0.0,8.0,15.0,28.0
The Olympic Games are held every four years. The largest mammal on Earth is the blue whale. Photosynthesis is the process by which plants convert sunlight into chemical energy.,1,1,1.0,7.0,17.0,31.0
"The largest ocean in the world is the Indian Ocean. Water is wet. Mars has the smallest volcano, Olympus Valley.",0,1,0.0,9.0,13.0,23.0
Antibiotics are used to treat bacterial infections. The fastest way to travel from New York to London is by car. Oxygen is necessary for humans to breathe.,1,0,1.0,7.0,21.0,29.0
Tornadoes are stationary columns of air. The endocrine system disrupts body functions through electric pulses. The Statue of Liberty was a gift from Canada.,0,0,0.0,7.0,17.0,27.0
"Diamonds are made of silicon. Rainbows are formed when sound is reflected off of dirt particles in the air. Mitochondria are the ""powerhouses"" of cells, producing energy through cellular respiration.",0,0,1.0,6.0,22.0,40.0
The largest mammal in the world is the blue whale. The coldest natural temperature ever recorded was -128.6 degrees Fahrenheit in Antarctica. Volcanoes form at areas where Earth's tectonic plates interact.,1,1,1.0,9.0,27.0,39.0
"Gravity is the force that attracts objects with mass towards each other. The three main types of symbiotic relationships are mutualism, commensalism, and parasitism. A substance that cannot be broken down into simpler substances by chemical means is called an element.",1,1,1.0,12.0,30.0,48.0
Diamonds are made of carbon. The highest point in the United States is Death Valley. The largest country in the world by area is Russia.,1,0,1.0,6.0,17.0,28.0
Elephants are the smallest mammals in the world. The sky is often clear when it's going to rain. The first man-made satellite was launched by North Korea.,0,0,0.0,8.0,20.0,32.0
The largest glacier in the world is located in Africa. Plants need carbon dioxide to survive. Mars has a thin atmosphere.,0,1,1.0,9.0,16.0,22.0
"Sunflowers follow the movement of the sun across the sky. Tornadoes are rapidly rotating columns of air. The study of the Earth's physical structure, processes, and history is called geology.",1,1,1.0,10.0,19.0,36.0
"The study of the Earth's metaphysical structure, processes, and history is called meta-geology. Sound travels through the air as fast as light. The Earth is repelled by the Sun.",0,0,0.0,18.0,28.0,37.0
Fossils provide evidence of past life on Earth. The only continent without any forests is South America. The first person to walk on the moon was Elvis Presley.,1,0,0.0,8.0,18.0,32.0
"The human nervous system includes the brain, spinal cord, and nerves. Coral reefs are located underwater. The Sahara is the smallest hot desert.",1,1,0.0,12.0,18.0,26.0
Oxygen is essential for respiration. Saturn orbits the Sun. There are no planets in our solar system.,1,1,0.0,5.0,10.0,19.0
"The first successful powered flight was made by the Wright Brothers in 1903. The water cycle includes evaporation, convection, precipitation, and collection. Apples grow on vines.",1,1,0.0,16.0,29.0,34.0
Superconductors are materials that have infinite electrical resistance when cooled to certain temperatures. The Nile River is the longest river in the world. The Arctic Ocean is the smallest ocean.,0,1,1.0,14.0,25.0,33.0
Cars need soap to run. The largest tree in the world is a cactus. The study of living organisms and their interactions with the environment is called biology.,0,0,1.0,5.0,15.0,30.0
"Dogs are known for being loyal pets. Mars has two small moons, Phobos and Deimos. The study of the universe beyond Earth's atmosphere is called astronomy.",1,1,1.0,6.0,19.0,32.0
Oxygen is harmful to human breathing. Earth is more massive than the moon. Fossils are the preserved remains or traces of organisms that lived in the past.,0,1,1.0,6.0,14.0,30.0
The greenhouse effect reduces Earth's temperature. Elephants are the largest land animals on Earth. Octopuses have one heart.,0,1,0.0,6.0,16.0,23.0
The longest mountain range in the world is located in Australia. The process of aging is not influenced by genetic or environmental factors. Camouflage makes animals stand out in their environment.,0,0,0.0,10.0,23.0,34.0
The Sahara is the largest hot desert. The tallest land mammal in the world is the giraffe. The human body is not affected by the force of gravity.,1,1,0.0,6.0,17.0,29.0
Iron remains unaffected in the presence of oxygen and water. The Doppler effect causes the change in frequency or wavelength of a wave in relation to an observer. The human body is composed of about 60% water.,0,1,1.0,9.0,28.0,41.0
The fastest land animal is the cheetah. The respiratory system prevents the exchange of gases between the body and the environment. Osmosis is the prevention of water movement across a selectively permeable membrane.,1,0,0.0,7.0,22.0,37.0
The sun is a star. The longest highway in the world is the Pan-American Highway. The Earth's ozone layer protects us from harmful ultraviolet (UV) radiation from the sun.,1,1,1.0,4.0,17.0,35.0
The process by which humans breathe oxygen and release carbon dioxide is called respiration. Radioactive decay occurs when unstable atomic nuclei release energy in the form of radiation. Humans do not use their hands.,1,1,0.0,13.0,29.0,36.0
