statement,label_1,label_2,label_3,token_1,token_2,token_3
Deere & Company has headquarters in United States. Bank of Communications has headquarters in Hong Kong. AXA has headquarters in United States.,1,0,0,9,18,26
"Shell operates as a financial holding company that engages in the provision of financial products and services.. Zurich Insurance is a holding company, which engages in the provision of insurance products and related services.. Lowe's operates in the industry of Insurance.",0,1,0,17,17,45
Lockheed Martin has headquarters in China. Walt Disney has headquarters in China. U.S. Bancorp has headquarters in United States.,0,0,1,7,7,27
Tencent Holdings operates in the industry of it software & services. PNC Financial Services has headquarters in United States. The Home Depot has headquarters in United States.,1,1,1,12,22,22
Univlever has headquarters in United Kingdom. Postal Savings Bank of China has headquarters in China. Tokio Marine Holdings operates in the industry of insurance.,1,1,1,9,15,30
"Tokio Marine Holdings is an investment holding company, which engages in the provision of life insurance.. CVS Health has headquarters in United States. China Shenhua Energy operates in the industry of Semiconductors.",0,1,0,18,27,41
SAP engages in the manufacture and sale of automobiles and motorcycles.. Telefonica operates in the industry of Banking. Poly Developments & Holdings Group operates in the industry of Banking.,0,0,0,12,22,22
Walt Disney has headquarters in United States. Mitsubishi has headquarters in Japan. Nippon Telegraph & Telephone is a holding company that engages in the provision of telecommunication services..,1,1,1,8,16,36
Ford Motor operates in the industry of consumer durables. Mizuho Financial operates in the industry of Conglomerates. KDDI has headquarters in Switzerland.,1,0,0,10,24,32
"SAP operates in the industry of Capital Goods. IBM is an information technology company, which provides integrated solutions that leverage information technology and knowledge of business processes.. Truist Financial operates in the industry of banking.",0,1,1,9,30,40
Tokio Marine Holdings has headquarters in Japan. Lloyds Banking Group operates in the industry of Telecommunications Services. SoftBank has headquarters in Australia.,1,0,0,8,21,28
LVMH Moet Hennessy Louis Vuitton operates in the industry of Banking. HCA Healthcare operates in the industry of health care equipment & services. Allianz operates as an integrated oil and gas company..,0,1,0,17,31,43
Allianz has headquarters in France. Bristol Myers Squibb operates in the industry of drugs & biotechnology. Tokio Marine Holdings operates in the industry of Conglomerates.,0,1,0,7,22,36
"The Home Depot is the world's largest home improvement specialty retailer.. Abbott Laboratories has headquarters in Japan. Morgan Stanley engages in providing investment management, risk management, and advisory services for institutional and retail clients worldwide..",1,0,0,12,19,40
"Apple engages in the design, manufacture, and sale of smartphones, personal computers, tablets, wearables and accessories, and other variety of related services.. Amazon.com operates in the industry of Consumer Durables. Banco Bradesco operates in the industry of banking.",1,0,1,29,41,53
Bristol Myers Squibb has headquarters in Taiwan. Bank of America operates in the industry of Banking. Intesa Sanpaolo engages in the provision of financial products and banking services..,0,0,1,11,21,37
"Public Joint Stock Company Gazprom engages in the exploration, production, refining, marketing and distribution of oil.. Barclays operates as a bank holding company that engages in the business of providing retail banking, credit cards, corporate and investment banking and wealth management services.. Canadian Imperial Bank of Commerce has headquarters in Australia.",0,1,0,20,49,59
Linde has headquarters in United States. Accenture has headquarters in United States. Stellantis operates in the industry of consumer durables.,0,0,1,7,7,27
Bank of Montreal has headquarters in Ireland. Citigroup has headquarters in Germany. Iberdrola has headquarters in Spain.,0,0,1,7,14,24
"Petrobras operates in the industry of Insurance. Enbridge has headquarters in Canada. ING Group engages in the provision of banking, investments, life and non-life insurance, and retirement and asset management services..",0,1,1,10,17,43
Cigna Corporation operates in the industry of Drugs & Biotechnology. Intel has headquarters in France. Coca-Cola has headquarters in Germany.,0,0,0,13,19,27
Univlever operates in the industry of Trading Companies. Saudi Arabian Oil Company (Saudi Aramco) has headquarters in United Kingdom. Cathay Financial engages in the provision of financial services..,0,0,1,11,26,37
Anglo American operates in the industry of Diversified Financials. Reliance Industries has headquarters in India. Oracle has headquarters in United States.,0,1,1,13,21,28
"BNP Paribas has headquarters in France. Danaher operates as a medical company, which designs, manufactures, and markets professional, medical, industrial and commercial products and services.. China Mobile operates in the industry of Banking.",1,1,0,9,35,44
LVMH Moet Hennessy Louis Vuitton has headquarters in China. Thermo Fisher Scientific has headquarters in South Korea. Nestle operates in the industry of Retailing.,0,0,0,15,25,35
Alibaba Group engages in providing online and mobile marketplaces in retail and wholesale trade.. PNC Financial Services operates in the industry of banking. Hitachi has headquarters in Canada.,1,1,0,16,27,34
"Univlever engages in the production and marketing of consumer goods in the nutrition, hygiene, and personal care categories.. RBC operates in the industry of Construction. China Telecom operates in the industry of telecommunications services.",1,0,1,23,32,42
Generali Group engages in the provision of insurance and financial products.. Postal Savings Bank of China has headquarters in United States. America Movil operates in the industry of Diversified Financials.,1,0,0,12,23,37
"American Express has headquarters in United States. Hyundai Motor engages in the exploration, development, production, and processing of iron ore, metallurgical coal, and copper.. Comcast has headquarters in United States.",1,0,1,7,32,39
"Sanofi operates in the industry of United States. Anheuser-Busch InBev engages in global investment banking, securities and investment management, which provides financial services.. Raytheon Technologies engages in the design, manufacture, and sale of smartphones, personal computers, tablets, wearables and accessories, and other variety of related services..",0,0,0,9,34,34
"RBC engages in the provision of banking and financial solutions.. Comcast operates as a bank holding company that offers financial services, including lending and depository services, cash management, foreign exchange and trust and investment management.. Bank of America has headquarters in Denmark.",1,0,0,11,33,49
Chevron operates in the industry of Banking. Westpac Banking engages in the retail sale of home improvement products.. SAP has headquarters in Germany.,0,0,1,9,22,28
"AT&T has headquarters in China. AIA Group has headquarters in China. British American Tobacco operates in the industry of food, drink & tobacco.",0,0,1,7,7,29
"Nestle engages in the designing, manufacturing, and selling of cars, trucks and automobile parts.. Industrial and Commercial Bank of China operates in the industry of banking. Charter Communications provides banking and financial services..",0,1,0,19,32,40
China Mobile operates in the industry of telecommunications services. Anthem has headquarters in United States. Stellantis operates in the industry of Oil & Gas Operations.,1,1,0,9,16,29
Alphabet operates as a social networking company worldwide.. Alibaba Group has headquarters in China. Linde has headquarters in United Kingdom.,0,1,1,9,16,24
"Dell Technologies engages in the provision of health solutions through its prescription medicines, vaccines, biologic therapies, animal health, and consumer care products.. Cathay Financial operates in the industry of Insurance. Sumitomo Mitsui Financial engages in the production and exportation of iron ore, pellets, manganese and iron alloys, which are raw materials needed for steelmaking..",0,0,0,28,38,74
Enel engages in the electricity generation and distribution and distribution of natural gas.. Saudi Arabian Oil Company (Saudi Aramco) operates in the industry of oil & gas operations. State Bank of India provides financial products and services to individual and corporate clients in Brazil and abroad..,1,1,0,14,33,52
Taiwan Semiconductor Manufacturing Company has headquarters in United Kingdom. BASF has headquarters in Germany. Wells Fargo operates in the industry of banking.,0,1,1,12,19,28
Accenture operates in the industry of it software & services. China Merchants Bank operates in the industry of Banking. Capital One operates as a financial holding company that engages in the provision of financial products and services..,1,0,1,11,21,40
"Sberbank has headquarters in United States. PepsiCo operates in the industry of food, drink & tobacco. Charter Communications operates in the industry of media.",0,1,1,8,21,30
SK Hynix operates in the industry of semiconductors. Shell has headquarters in Brazil. E.ON has headquarters in United States.,1,0,0,12,18,27
Visa operates in the industry of business services & supplies. Canadian Imperial Bank of Commerce has headquarters in Canada. Credit Agricole operates in the industry of Retailing.,1,1,0,11,21,32
Walgreens engages in the provision of drug store services.. PNC Financial Services has headquarters in United Kingdom. Charles Schwab Corporation operates in the industry of diversified financials.,1,0,1,11,21,35
Alphabet has headquarters in United States. China Life Insurance has headquarters in China. Verizon Communications has headquarters in Japan.,1,1,0,7,9,22
Toyota Motor has headquarters in United States. British American Tobacco operates in the industry of Utilities. Roche Holding operates as a research healthcare company..,0,0,1,8,18,27
"British American Tobacco British American Tobacco Acts as a financing subsidiary/special purpose entity.. State Bank of India engages in the provision of commercial banking services.. Comcast is a media, entertainment and communications company that engages in the provision of video, Internet and phone services..",1,1,1,15,28,28
Banco Bradesco engages in the development and sale of properties.. National Australia Bank operates in the industry of Diversified Financials. Citigroup is a holding company that engages in the provision of financial products and services..,0,0,1,13,27,44
"ANZ provides banking, financial products and services to retail, small business, corporate and institutional clients.. Manulife has headquarters in France. Duke Energy operates in the industry of utilities.",1,0,1,19,27,36
"General Motors engages in the designing, manufacturing, and selling of cars, trucks and automobile parts.. Anheuser-Busch InBev operates as a holding company, which engages in the manufacture and distribution of alcoholic and non-alcoholic beverages.. Allianz has headquarters in Germany.",1,1,1,18,49,57
"Shell operates in the industry of Insurance. Sony operates in the industry of IT Software & Services. IBM engages in the design, development and manufacturing of nanotechnology, heat transfer, wireless connectivity and material sciences products..",0,0,0,7,18,41
Dow has headquarters in Italy. Allianz engages in the provision of insurance and investment advisory services.. Eni has headquarters in Italy.,0,1,1,6,20,27
"Bank of America is a holding company, which engages in the business of acquisition and operation of different companies.. Lockheed Martin operates in the industry of aerospace & defense. Walt Disney is a diversified international family entertainment and media enterprise..",0,1,1,20,31,44
Credit Agricole has headquarters in France. Electricite de France operates in the industry of Construction. GlaxoSmithKline has headquarters in United Kingdom.,1,0,1,7,18,30
"Broadcom is a global technology company, which designs, develops and supplies semiconductor and infrastructure software solutions.. Generali Group operates in the industry of insurance. Caterpillar has headquarters in United States.",1,1,1,20,30,38
"Medtronic operates in the industry of Technology. GlaxoSmithKline has headquarters in United States. Coca-Cola operates in the industry of food, drink & tobacco.",0,0,1,9,21,35
Manulife has headquarters in Canada. Industrial and Commercial Bank of China engages in the provision of commercial banking and financial services.. MetLife has headquarters in United States.,1,1,1,7,24,32
Charles Schwab Corporation has headquarters in Switzerland. Shanghai Pudong Development Bank has headquarters in United States. ING Group operates in the industry of diversified financials.,0,0,1,8,20,33
"Charles Schwab Corporation engages in the production and marketing of consumer goods in the nutrition, hygiene, and personal care categories.. Charles Schwab Corporation has headquarters in United States. Barclays engages in the manufacture, marketing, distribution and sale of beverages, food, and snacks..",0,1,0,23,33,52
"Barclays operates in the industry of Retailing. China Vanke engages in the research, production and distribution of pharmaceutical products.. Alphabet operates in the industry of Construction.",0,0,0,10,25,33
ConocoPhillips operates in the industry of Consumer Durables. PepsiCo has headquarters in United States. ING Group has headquarters in Germany.,0,1,0,12,20,28
"Walmart has headquarters in United States. Chubb operates as a holding company, which engages in the provision of commercial and personal property and casualty insurance, personal accident and supplemental health insurance (A&H), reinsurance, and life insurance.. BP has headquarters in United Kingdom.",1,1,1,7,29,54
"Roche Holding operates in the industry of Banking. CVS Health operates in the industry of retailing. LukOil engages in the exploration, production, refining, marketing and distribution of oil..",0,1,1,9,20,37
"Walgreens engages in the provision of commercial banking and financial services.. Accenture engages in the provision of management consulting, technology, and outsourcing services.. Wells Fargo has headquarters in United States.",0,1,1,13,13,37
America Movil engages in the provision of telecommunications services.. Bank of Communications engages in the manufacture and distribution of motor vehicles and parts.. Chubb has headquarters in United States.,1,0,0,10,25,33
Truist Financial has headquarters in Australia. Merck & Co. has headquarters in Drugs & Biotechnology. JPMorgan Chase has headquarters in South Korea.,0,1,0,8,21,29
PepsiCo has headquarters in Japan. Itau Unibanco Holding operates as a social networking company worldwide.. Poly Developments & Holdings Group has headquarters in United States.,0,0,0,8,22,34
MetLife has headquarters in Germany. Brookfield Asset Management has headquarters in Switzerland. Verizon Communications operates in the industry of telecommunications services.,0,0,1,6,15,25
"Danaher has headquarters in Japan. Ping An Insurance (Group) Company of China has headquarters in China. Rosneft engages in the exploration, development, production and sale of crude oil & gas. It also involves in refining, transportation, and sale of petroleum products..",0,1,1,7,17,54
Equinor operates in the industry of Materials. Shell has headquarters in Netherlands. Bank of China operates in the industry of banking.,0,1,1,9,15,25
Enbridge operates in the industry of Retailing. Sumitomo Mitsui Financial has headquarters in Japan. Morgan Stanley operates in the industry of diversified financials.,0,1,1,9,20,32
China Construction Bank operates in the industry of Consumer Durables. Raytheon Technologies operates in the industry of Banking. Ping An Insurance (Group) Company of China operates in the industry of Technology Hardware & Equipment.,0,0,0,11,22,41
"Enel operates as a financial holding company, which engages in the provision of banking services to individuals, businesses and municipalities.. Commonwealth Bank of Australia operates in the industry of banking. Micron Technology has headquarters in United States.",0,1,1,23,34,43
Hyundai Motor has headquarters in Hong Kong. UnitedHealth Group operates in the industry of Insurance. Sberbank operates in the industry of banking.,0,0,1,8,18,28
"Commonwealth Bank of Australia has headquarters in Australia. CNOOC has headquarters in Hong Kong. Public Joint Stock Company Gazprom is a global energy company that engages in geological exploration, production, transportation, storage, processing and sales of gas, gas condensate and oil..",1,1,1,5,18,54
Stellantis has headquarters in Netherlands. Thermo Fisher Scientific operates in the industry of Oil & Gas Operations. Poly Developments & Holdings Group operates in the industry of construction.,1,0,1,7,21,34
"Sanofi engages in the research, production and distribution of pharmaceutical products.. PepsiCo engages in the provision of banking and financial services, including commercial banking and treasury operations.. Caterpillar is a holding company that engages in the management of its subsidiaries that provide financial services..",1,0,0,13,32,51
"Nestle is a nutrition, health and wellness company that engages in the manufacture, supply and production of prepared dishes and cooking aids, milk-based products, pharmaceuticals and ophthalmic goods, baby foods and cereals.. Enel operates in the industry of electricity & gas. Prudential Financial engages in the provision of financial products and services including life insurance, annuities, mutual funds, and investment management to both individual and institutional customers..",1,1,1,45,56,90
ANZ has headquarters in Australia. U.S. Bancorp operates in the industry of banking. Stellantis has headquarters in United States.,1,1,0,6,20,29
Mitsubishi UFJ Financial Group operates as a holding company that engages in the provision of insurance and asset management services.. Banco Bradesco has headquarters in Brazil. Broadcom operates in the industry of semiconductors.,0,1,1,25,35,46
Berkshire Hathaway has headquarters in United States. Chubb is a financial services company that engages in the provision of financial protection and wealth management products and services.. Glencore is an investment company that engages in the provision of value-added services and online advertising services..,1,0,0,10,17,32
"United Parcel Service engages in the exploration, production, refining, marketing and distribution of oil.. Mitsubishi has headquarters in Germany. China State Construction Engineering engages in the following business activities: housing construction, real estate development and investment, infrastructure construction and investment, prospecting and design, and overseas industries.",0,0,1,18,26,60
"Brookfield Asset Management engages in the ownership and operation of assets of its shareholder and clients with a focus on real estate, renewable power, infrastructure and private equity.. Dow operates in the industry of chemicals. State Bank of India operates in the industry of banking.",1,1,1,31,39,50
Pfizer operates in the industry of drugs & biotechnology. Commonwealth Bank of Australia has headquarters in South Korea. BBVA operates in the industry of banking.,1,0,1,12,22,31
"Glencore operates in the industry of Conglomerates. American International Group operates in the industry of insurance. Mizuho Financial operates as a holding company which engages in the provision of financial services such as banking, trust banking, securities, and other businesses..",0,1,1,12,22,52
"British American Tobacco provides life, hospital and medical insurance plans.. Nippon Telegraph & Telephone operates as an investment holding company.. Target engages in owning and operating of general merchandise stores..",0,0,1,11,24,35
"Moller - Maersk engages in shipping, energy, transportation, offshore drilling, and retail activities.. AT&T is a holding company that engages in the provision of telecommunications media and technology service.. Eni operates in the industry of oil & gas operations.",1,1,1,20,39,51
"BlackRock has headquarters in United States. Enel operates in the industry of Banking. AbbVie (ABBV) is a research-based biopharmaceutical company, which engages in the development and sale of pharmaceutical products..",1,0,1,7,16,47
"PetroChina has headquarters in Brazil. America Movil is a diversified, community-based financial services company.. Ping An Insurance (Group) Company of China is a holding company that engages in the provision of financial products and services..",0,0,0,7,22,21
"Costco Wholesale operates as a financial holding company, which engages in the provision of banking services to individuals, businesses and municipalities.. ArcelorMittal operates in the industry of materials. Deutsche Telekom has headquarters in United States.",0,1,0,26,38,48
"ANZ has headquarters in United States. PepsiCo engages in the manufacture, marketing, distribution and sale of beverages, food, and snacks.. Walgreens operates in the industry of retailing.",0,1,1,7,27,38
Volkswagen Group has headquarters in Germany. AIA Group operates in the industry of insurance. Deutsche Post has headquarters in Germany.,1,1,1,8,18,25
"Microsoft engages in the design, engineering, manufacturing, distribution and sale of automobiles and light commercial vehicles, engines, transmission systems, automotive-related components, metallurgical products and production systems.. American International Group has headquarters in United States. Goldman Sachs Group engages in global investment banking, securities and investment management, which provides financial services..",0,1,1,24,46,65
"Berkshire Hathaway operates in the industry of Construction. Anheuser-Busch InBev operates in the industry of Materials. HCA Healthcare is a health care services company, which engages in operating hospitals, freestanding surgery centers and emergency rooms, and urgent care centers..",0,0,1,11,27,49
"Hitachi is a holding company that engages in the provision of telecommunication services.. Intesa Sanpaolo engages in the production and distribution of cars, trucks and vans.. Costco Wholesale operates in the industry of retailing.",0,0,1,15,33,45
Reliance Industries operates in the industry of gas & oil operations. China Telecom engages in the provision of telecommunication services.. Alibaba Group operates in the industry of Banking.,1,1,0,12,23,32
"Chubb has headquarters in Switzerland. American International Group engages in the provision of a range of property casualty insurance, life insurance, retirement products, and other financial services to commercial and individual customers.. AT&T has headquarters in United States.",1,1,1,6,37,46
"Petrobras is a nutrition, health and wellness company that engages in the manufacture, supply and production of prepared dishes and cooking aids, milk-based products, pharmaceuticals and ophthalmic goods, baby foods and cereals.. Chevron operates in the industry of oil & gas operations. China Citic Bank engages in the general trading business..",0,1,0,46,57,68
National Australia Bank engages in the provision of banking and financial services.. RBC has headquarters in United States. The Home Depot operates in the industry of Drugs & Biotechnology.,1,0,0,12,20,33
"Bank of Communications engages in the provision of banking and financial services.. Exxon Mobil engages in the exploration, development, and distribution of oil, gas, and petroleum products.. AbbVie (ABBV) operates in the industry of drugs & biotechnology.",1,1,1,12,32,51
IBM operates in the industry of Oil & Gas Operations. Microsoft has headquarters in Japan. IBM has headquarters in Brazil.,0,0,0,11,17,23
United Parcel Service has headquarters in China. CITIC has headquarters in Hong Kong. China Vanke has headquarters in China.,0,1,1,8,17,19
Electricite de France has headquarters in Australia. Novartis has headquarters in China. Enel has headquarters in United States.,0,0,0,8,16,24
"Honeywell has headquarters in Brazil. Abbott Laboratories has headquarters in United States. Merck & Co. is a diversified, community-based financial services company..",0,1,0,7,15,32
"Sanofi operates in the industry of drugs & biotechnology. Telefonica has headquarters in Spain. PetroChina operates as a bank holding company that engages in the business of providing retail banking, credit cards, corporate and investment banking and wealth management services..",1,1,0,11,19,49
"Micron Technology has headquarters in Netherlands. Duke Energy operates as a financial holding company, which engages in the provision of banking services to individuals, businesses and municipalities.. Industrial Bank operates in the industry of banking.",0,0,1,7,31,40
Pfizer has headquarters in Japan. Mitsui has headquarters in Japan. SK Hynix engages in the manufacture and sale of semiconductor products..,0,1,1,7,7,29
British American Tobacco has headquarters in United States. China Merchants Bank has headquarters in United States. Exxon Mobil has headquarters in Germany.,1,0,0,8,8,24
"KDDI operates in the industry of Banking. General Motors has headquarters in Brazil. Santander is a banking services company, which engages in the provision of banking services to individuals, companies, and institutions..",0,0,1,9,16,40
"Target operates in the industry of retailing. Broadcom engages in the discovery, development, licensing, manufacture, marketing, distribution and sale of biopharmaceutical products.. Exxon Mobil has headquarters in United States.",1,0,1,8,33,41
"Oracle Japan Post Holdings Co., Ltd. manages its group companies that are engaged in postal, banking, and insurance businesses.. Agricultural Bank of China is a holding company, which engages in the provision of financial services.. AbbVie (ABBV) has headquarters in United States.",0,0,1,23,41,56
Generali Group has headquarters in Italy. Hyundai Motor has headquarters in South Korea. American International Group operates in the industry of Diversified Financials.,1,1,0,7,15,29
"Intel operates as a social networking company worldwide.. Apple has headquarters in France. Japan Post Holdings Japan Post Holdings Co., Ltd. manages its group companies that are engaged in postal, banking, and insurance businesses..",0,0,1,8,14,40
"Samsung Group has headquarters in South Korea. Coca-Cola has headquarters in United States. FedEx is a holding company, which engages in the provision of a portfolio of transportation, e-commerce, and business services..",1,1,1,7,16,41
"Capital One operates in the industry of Insurance. Volkswagen Group engages in the production and sale of passenger cars and light commercial vehicles.. Bristol Myers Squibb engages in the discovery, development, licensing, manufacture, marketing, distribution and sale of biopharmaceutical products..",0,1,1,8,24,52
Brookfield Asset Management operates in the industry of diversified financials. Oracle engages in the provision of products and services that address all aspects of corporate information technology environments.. Comcast has headquarters in Spain.,1,1,0,13,32,38
Walt Disney operates in the industry of Banking. CNOOC operates in the industry of Semiconductors. Deutsche Post operates in the industry of transportation.,0,0,1,9,22,31
"Mercedes-Benz Group operates in the industry of consumer durables. Stellantis engages in the design, engineering, manufacturing, distribution and sale of automobiles and light commercial vehicles, engines, transmission systems, automotive-related components, metallurgical products and production systems.. Honda Motor operates in the industry of consumer durables.",1,1,1,13,40,64
"Walmart engages in retail and wholesale business.. CVS Health is a holding company, which engages in the provision of information technology hardware, software, and service solutions through its subsidiaries.. Bank of Nova Scotia has headquarters in Germany.",1,0,0,8,35,44
China Life Insurance operates in the industry of insurance. Lloyds Banking Group has headquarters in United States. LukOil operates in the industry of Oil & Gas Operations.,1,0,0,9,20,32
