statement,label_1,label_2,label_3
Platinum has the symbol Pt. Helium has the atomic number of 2. Barium is in the Transition metal group.,1,1,0
Vanadium has the symbol B. Zirconium is the most abundant element on Earth by mass and is essential for blood oxygen transport. Cesium appears in its standard state as Solid.,0,0,1
Antimony appears in its standard state as Gas. Argon is used in nuclear reactors due to its low neutron absorption. Astatine has the atomic number of 50.,0,0,0
Oxygen has the atomic number of 80. Mercury has the symbol Hg. Lithium is the lightest metal and is used in rechargeable batteries.,0,1,1
Rubidium is an essential trace element used in photovoltaic cells and glass production. Tungsten has the symbol Ir. Platinum has the atomic number of 78.,0,0,1
Niobium has the atomic number of 41. Tantalum has the symbol Po. Nickel is used in neon signs and produces a distinct reddish-orange glow.,1,0,0
Krypton has the atomic number of 52. Ytterbium appears in its standard state as Solid. Silver is in the Transition metal group.,0,1,1
Indium has the symbol Ta. Scandium is essential for bone formation and muscle function. Radon is in the Alkali metal group.,0,0,0
Ytterbium is in the Alkaline earth metal group. Neodymium appears in its standard state as Solid. Cadmium is in the Alkaline earth metal group.,0,1,0
Vanadium has the atomic number of 23. Selenium appears in its standard state as Solid. Cesium is in the Alkali metal group.,1,1,1
Iron is in the Post-transition metal group. Chromium has the atomic number of 47. Boron is in the Halogen group.,0,0,0
Polonium has the atomic number of 55. Rhodium appears in its standard state as Gas. Tin appears in its standard state as Solid.,0,0,1
Europium is in the Lanthanide group. Lutetium has the atomic number of 71. Thallium is a lightweight metal used in alloys and flares.,1,1,0
Protactinium is in the Lanthanide group. Neon is in the Noble gas group. Titanium is in the Alkaline earth metal group.,0,1,0
Lanthanum appears in its standard state as Gas. Neon has the symbol Ne. Copper appears in its standard state as Gas.,0,1,0
Cerium appears in its standard state as Gas. Rhodium has the atomic number of 45. Neptunium is in the Actinide group.,0,1,1
Barium is in the Alkaline earth metal group. Hydrogen is the most abundant element in the universe. Lutetium appears in its standard state as Gas.,1,1,0
Dysprosium is in the Lanthanide group. Rhenium is used in high-temperature alloys and catalytic converters. Bismuth appears in its standard state as Gas.,1,1,0
Silicon has the atomic number of 74. Tungsten is in the Transition metal group. Rhodium is used in phosphors for lighting and displays.,0,1,0
Chlorine appears in its standard state as Solid. Niobium is used in superconducting materials and steel alloys. Palladium has the atomic number of 46.,0,1,1
Ytterbium has the atomic number of 70. Cerium has the atomic number of 58. Technetium is in the Nonmetal group.,1,1,0
Hydrogen is in the Nonmetal group. Ruthenium has the atomic number of 77. Praseodymium has the symbol Pr.,1,0,1
Iridium is in the Post-transition metal group. Cadmium has the symbol Tc. Xenon appears in its standard state as Gas.,0,0,1
Thorium is in the Actinide group. Samarium is in the Nonmetal group. Francium is a highly radioactive alkali metal with no practical applications due to its instability.,1,0,1
Magnesium is in the Alkaline earth metal group. Osmium appears in its standard state as Gas. Manganese is used in catalytic converters and self-cleaning ovens.,1,0,0
Ytterbium has the symbol Yb. Hafnium has the atomic number of 63. Lead is in the Post-transition metal group.,1,0,1
Actinium is a radioactive element used as a neutron source and in some cancer treatments. Lithium has the atomic number of 3. Iron has the atomic number of 26.,1,1,1
Iodine has the atomic number of 53. Promethium has the atomic number of 24. Gallium is in the Actinide group.,1,0,0
Nickel has the atomic number of 81. Uranium is a radioactive element used as fuel in nuclear reactors and in the production of atomic weapons. Gold has the atomic number of 13.,0,1,0
Germanium appears in its standard state as Gas. Scandium appears in its standard state as Gas. Niobium appears in its standard state as Solid.,0,0,1
Thallium has the atomic number of 81. Cerium is used in catalytic converters and self-cleaning ovens. Hafnium is in the Lanthanide group.,1,1,0
Thallium has the symbol Ag. Holmium is used in lasers and magnetic refrigeration. Argon appears in its standard state as Gas.,0,1,1
Ruthenium is used to strengthen steel and in some high-capacity batteries. Niobium is in the Transition metal group. Thulium is in the Post-transition metal group.,0,1,0
Strontium is in the Alkaline earth metal group. Scandium is in the Alkali metal group. Iron has the symbol Mn.,1,0,0
Actinium appears in its standard state as Solid. Magnesium is in the Lanthanide group. Lithium has the symbol Ti.,1,0,0
Vanadium has the atomic number of 93. Beryllium is in the Transition metal group. Copper is the most abundant element in the universe.,0,0,0
"Polonium is in the Transition metal group. Rhodium has the symbol Rh. Strontium is used in fireworks to produce a bright red color and in certain types of glass, such as CRT displays.",0,1,1
Nickel has the symbol Zr. Rhodium is used in catalytic converters and as a plating for jewelry. Praseodymium has the atomic number of 59.,0,1,1
Sodium has the atomic number of 11. Holmium has the symbol Ho. Sulfur is in the Transition metal group.,1,1,0
Bromine appears in its standard state as Liquid. Erbium has the symbol Er. Gadolinium has the atomic number of 86.,1,1,0
Cobalt has the atomic number of 52. Aluminum is in the Post-transition metal group. Radium has the atomic number of 48.,0,1,0
Copper is in the Transition metal group. Radon has the symbol U. Arsenic is in the Transition metal group.,1,0,0
Xenon has the symbol Xe. Gold has the symbol In. Osmium is in the Transition metal group.,1,0,1
Potassium is in the Lanthanide group. Cobalt is in the Transition metal group. Yttrium appears in its standard state as Gas.,0,1,0
Promethium is used in lasers and medical imaging. Strontium appears in its standard state as Gas. Tellurium is in the Metalloid group.,0,0,1
Potassium is used in catalytic converters and self-cleaning ovens. Ytterbium has the atomic number of 27. Tin appears in its standard state as Gas.,0,0,0
"Molybdenum is in the Transition metal group. Aluminum appears in its standard state as Solid. Iridium is a highly valued, non-reactive metal used in jewelry, catalytic converters, and fuel cells.",1,1,0
Helium has the symbol He. Radium has the symbol Ce. Holmium appears in its standard state as Liquid.,1,0,0
Holmium has the atomic number of 2. Technetium has the atomic number of 48. Bromine has the symbol Br.,0,0,1
Sodium is in the Lanthanide group. Chlorine is used in magnets and lasers. Argon has the symbol He.,0,0,0
Tin has the atomic number of 17. Beryllium is in the Alkaline earth metal group. Fluorine is the most reactive and electronegative element.,0,1,1
Copper has the symbol N. Actinium has the symbol Ac. Silicon has the atomic number of 14.,0,1,1
Protactinium has the symbol Si. Krypton appears in its standard state as Solid. Cerium is used in superconducting materials and steel alloys.,0,0,0
Promethium appears in its standard state as Gas. Nitrogen is in the Nonmetal group. Fluorine is in the Alkali metal group.,0,1,0
Helium is in the Noble gas group. Phosphorus has the atomic number of 4. Neodymium is in the Transition metal group.,1,0,0
Tin has the symbol Th. Uranium has the symbol U. Iodine has the symbol Zr.,0,1,0
Sodium is in the Alkali metal group. Antimony is in the Halogen group. Tin is in the Transition metal group.,1,0,0
Lutetium has the symbol Lu. Cerium is in the Post-transition metal group. Thorium has the symbol Th.,1,0,1
Bismuth has the symbol Cu. Xenon has the atomic number of 54. Sulfur has the atomic number of 16.,0,1,1
Cerium has the symbol Ce. Radon is in the Noble gas group. Dysprosium has the atomic number of 76.,1,1,0
Bismuth has the atomic number of 50. Silicon is the second most abundant element in Earth's crust and is used in computer chips. Rhenium is an essential component of proteins and DNA.,0,1,0
Zirconium appears in its standard state as Solid. Protactinium is a radioactive actinide mainly used in research and plutonium production. Erbium has the atomic number of 68.,1,0,1
Francium appears in its standard state as Solid. Radon has the symbol Rn. Molybdenum has the symbol Rb.,1,1,0
Nitrogen appears in its standard state as Gas. Manganese is in the Noble gas group. Holmium is the most abundant element on Earth by mass and is essential for blood oxygen transport.,1,0,0
Indium is in the Post-transition metal group. Antimony has the symbol Ag. Germanium is in the Transition metal group.,1,0,0
Terbium is necessary for aerobic respiration in living organisms. Scandium is in the Transition metal group. Thallium has the symbol Tl.,0,1,1
Lead is in the Actinide group. Technetium is in the Transition metal group. Polonium has the symbol Po.,0,1,1
"Selenium has the symbol Ti. Arsenic is a highly valued, non-reactive metal used in jewelry, catalytic converters, and fuel cells. Gallium has the symbol Ga.",0,0,1
Neodymium has the atomic number of 60. Germanium appears in its standard state as Solid. Europium appears in its standard state as Gas.,1,1,0
Chromium appears in its standard state as Gas. Bismuth has the symbol Bi. Beryllium appears in its standard state as Solid.,0,1,1
Fluorine appears in its standard state as Solid. Cesium is used in atomic clocks and as a catalyst. Antimony has the atomic number of 51.,0,1,1
Astatine is in the Halogen group. Osmium has the symbol Os. Bismuth appears in its standard state as Solid.,1,1,1
Ytterbium has the symbol Tm. Calcium has the symbol He. Zirconium is in the Lanthanide group.,0,0,0
"Beryllium is a rare earth metal used in high-performance alloys. Lithium is a lightweight, corrosion-resistant metal used in many applications. Molybdenum has the symbol Mo.",0,0,1
Fluorine is in the Halogen group. Tantalum is used in capacitors and high-temperature alloys. Bromine has the atomic number of 48.,1,1,0
Argon is a noble gas used as an inert atmosphere in welding and other applications. Neodymium is used in powerful permanent magnets and lasers. Potassium has the symbol Zn.,1,1,0
Krypton appears in its standard state as Gas. Yttrium has the symbol Y. Radium is in the Alkaline earth metal group.,1,1,1
Actinium has the atomic number of 89. Nitrogen is in the Noble gas group. Sulfur has the symbol Ga.,1,0,0
Zirconium has the symbol Co. Gallium is used in catalytic converters and some electronic components. Scandium is a rare earth metal used in high-performance alloys.,0,0,1
"Hafnium is used in nuclear control rods and high-temperature alloys. Zinc is in the Noble gas group. Fluorine is used in coins, batteries, and corrosion-resistant alloys.",1,0,0
Molybdenum is used in catalytic converters and some electronic components. Tin is in the Post-transition metal group. Technetium has the symbol Ar.,0,1,0
Thorium is a radioactive actinide mainly used in research and plutonium production. Scandium has the atomic number of 21. Radium is used in high-temperature applications and steel alloys.,0,1,0
Titanium has the symbol Ti. Osmium is the lightest radioactive element and is used in medical imaging. Tin has the atomic number of 50.,1,0,1
Astatine appears in its standard state as Liquid. Xenon has a low melting point and is used in semiconductors and LEDs. Cesium is a lightweight metal used in alloys and flares.,0,0,0
Phosphorus appears in its standard state as Solid. Calcium is in the Halogen group. Francium is used in lasers and medical imaging.,1,0,0
"Aluminum is a lightweight, corrosion-resistant metal used in many applications. Neodymium has the symbol Nd. Radon appears in its standard state as Gas.",1,1,1
Boron appears in its standard state as Gas. Platinum appears in its standard state as Solid. Rhenium has the symbol Li.,0,1,0
Iodine appears in its standard state as Solid. Chromium is used in the production of glass and ceramics. Osmium is in the Actinide group.,1,0,0
Selenium is in the Nonmetal group. Lanthanum is in the Post-transition metal group. Mercury has the symbol Zr.,1,0,0
Rhenium appears in its standard state as Solid. Potassium appears in its standard state as Gas. Cadmium has the symbol Cd.,1,0,1
"Cobalt is used in strong, permanent magnets and as a blue pigment. Chromium is in the Noble gas group. Praseodymium has the symbol Os.",1,0,0
Ruthenium has the symbol Yb. Gadolinium appears in its standard state as Gas. Neon has the symbol Te.,0,0,0
Osmium has the symbol Na. Tellurium has the symbol Te. Bismuth is in the Post-transition metal group.,0,1,1
Yttrium has the symbol Cs. Iridium has the atomic number of 77. Palladium has the symbol Ce.,0,1,0
Polonium appears in its standard state as Gas. Barium is used in medical imaging and fireworks. Gallium has the symbol Mo.,0,1,0
Thulium is necessary for aerobic respiration in living organisms. Cobalt is used in lasers and medical imaging. Strontium has the symbol Sr.,0,0,1
"Rhenium is in the Alkali metal group. Titanium is a strong, lightweight metal used in aerospace and medical implants. Palladium is used in MRI contrast agents and X-ray tubes.",0,1,0
Sulfur appears in its standard state as Solid. Oxygen appears in its standard state as Solid. Gallium has a low melting point and is used in semiconductors and LEDs.,1,0,1
Mercury appears in its standard state as Solid. Cesium is in the Lanthanide group. Uranium has the atomic number of 92.,0,0,1
Gallium appears in its standard state as Gas. Cerium appears in its standard state as Solid. Iron is the most abundant element on Earth by mass and is essential for blood oxygen transport.,0,1,1
Lutetium is in the Lanthanide group. Neon appears in its standard state as Gas. Neodymium has the atomic number of 57.,1,1,0
Holmium is in the Lanthanide group. Beryllium has the atomic number of 4. Nickel appears in its standard state as Solid.,1,1,1
Titanium is the lightest metal and is used in rechargeable batteries. Thulium is used in lasers and medical imaging. Manganese is an essential trace element in living organisms and is used to strengthen steel.,0,1,1
"Antimony appears in its standard state as Solid. Neon is a noble gas used in some lighting applications and window insulation. Bismuth is a low-toxicity heavy metal used in cosmetics, some alloys, and pharmaceuticals.",1,0,1
Thallium is a toxic element used in some semiconductors and infrared detectors. Calcium has the atomic number of 20. Nitrogen is an essential component of proteins and DNA.,1,1,1
Ytterbium is a noble gas used in some lighting applications and window insulation. Chlorine is used as a disinfectant and in the production of PVC. Thorium is in the Transition metal group.,0,1,0
Lanthanum has the symbol La. Phosphorus is in the Nonmetal group. Radium is in the Noble gas group.,1,1,0
Niobium is in the Alkaline earth metal group. Mercury is in the Metalloid group. Hafnium has the symbol Ag.,0,0,0
Strontium is necessary for aerobic respiration in living organisms. Oxygen has the symbol O. Iodine has the symbol I.,0,1,1
Zinc has the atomic number of 44. Cobalt has the atomic number of 27. Silver has the atomic number of 26.,0,1,0
Francium is in the Transition metal group. Selenium is used in the production of sulfuric acid and rubber vulcanization. Iron appears in its standard state as Solid.,0,0,1
"Ytterbium is used in lasers, atomic clocks, and some solar cells. Praseodymium has the atomic number of 43. Praseodymium appears in its standard state as Gas.",1,0,0
Aluminum has the atomic number of 13. Cadmium has the atomic number of 50. Palladium is used in catalytic converters and hydrogen storage.,1,0,1
Zinc is essential for muscle and nerve function and is highly reactive with water. Hydrogen has the symbol Al. Arsenic is a toxic element used in pesticides and some alloys.,0,0,1
Bromine appears in its standard state as Solid. Silver appears in its standard state as Solid. Technetium is the lightest radioactive element and is used in medical imaging.,0,1,1
Uranium appears in its standard state as Solid. Iodine has the atomic number of 64. Nitrogen has the symbol Ac.,1,0,0
"Tantalum appears in its standard state as Gas. Oxygen is in the Nonmetal group. Beryllium is a lightweight, strong metal used in aerospace and other applications.",0,1,1
Lanthanum has the symbol Br. Erbium is used in capacitors and high-temperature alloys. Thulium appears in its standard state as Gas.,0,0,0
Xenon has the symbol Ce. Tellurium appears in its standard state as Solid. Neptunium has the atomic number of 93.,0,1,1
Chlorine has the symbol W. Europium has the symbol P. Rhenium has the symbol Re.,0,0,1
Lithium has the symbol Li. Selenium is in the Noble gas group. Potassium has the atomic number of 19.,1,0,1
Dysprosium has the symbol Tb. Fluorine appears in its standard state as Gas. Gadolinium appears in its standard state as Solid.,0,1,1
Protactinium is a radioactive element with no significant practical applications. Rhodium is in the Alkali metal group. Helium is used to fill balloons and airships because it is lighter than air.,1,0,1
Terbium has the atomic number of 75. Gadolinium has the atomic number of 64. Sodium appears in its standard state as Solid.,0,1,1
Francium has the atomic number of 59. Nickel has the symbol Ni. Polonium is a highly radioactive element used in some heaters for space probes.,0,1,1
Carbon has the symbol C. Barium has the symbol Zr. Molybdenum has the atomic number of 33.,1,0,0
Francium appears in its standard state as Gas. Astatine is used in MRI contrast agents and X-ray tubes. Uranium is in the Actinide group.,0,0,1
Gadolinium is in the Lanthanide group. Palladium has the symbol Pd. Lutetium is used in phosphors for CRT displays and LEDs.,1,1,0
Radon is a radioactive noble gas produced during the decay of uranium and thorium; it can accumulate in buildings and is a health hazard. Chromium has the symbol Cr. Phosphorus appears in its standard state as Liquid.,1,1,0
Thorium has the atomic number of 90. Zinc has the symbol Zn. Calcium appears in its standard state as Gas.,1,1,0
Dysprosium has the atomic number of 66. Strontium has the symbol Ce. Magnesium has the symbol Mg.,1,0,1
Boron has the atomic number of 5. Iridium has the atomic number of 31. Vanadium is in the Transition metal group.,1,0,1
Samarium has the symbol Sm. Rhodium is in the Transition metal group. Antimony has the atomic number of 34.,1,1,0
Germanium has the symbol Ge. Selenium appears in its standard state as Gas. Selenium has the symbol Se.,1,0,1
Oxygen appears in its standard state as Gas. Beryllium has the atomic number of 61. Neptunium has the atomic number of 55.,1,0,0
Nickel is in the Transition metal group. Radon has the atomic number of 86. Indium is an essential trace element in living organisms and is used to strengthen steel.,1,1,0
Osmium has the atomic number of 57. Germanium is a semiconductor used in transistors and photovoltaic cells. Rhenium has the atomic number of 75.,0,1,1
Chlorine has the atomic number of 17. Praseodymium is in the Lanthanide group. Neodymium has the symbol Be.,1,1,0
Tungsten is a rare earth metal used in high-performance alloys. Mercury is in the Transition metal group. Samarium has the atomic number of 62.,0,1,1
Palladium has the atomic number of 4. Selenium has the atomic number of 55. Gold is in the Transition metal group.,0,0,1
Hafnium is used in MRI contrast agents and X-ray tubes. Selenium has the atomic number of 34. Actinium is in the Transition metal group.,0,1,0
Ruthenium is in the Transition metal group. Lithium appears in its standard state as Gas. Tellurium has the atomic number of 52.,1,0,1
Gadolinium is in the Transition metal group. Mercury has the atomic number of 14. Thorium appears in its standard state as Solid.,0,0,1
Aluminum appears in its standard state as Gas. Carbon has the atomic number of 6. Lanthanum is used in camera lenses and some batteries.,0,1,1
Yttrium has the atomic number of 39. Holmium has the symbol Br. Rubidium appears in its standard state as Solid.,1,0,1
Carbon has the symbol La. Sulfur has the atomic number of 62. Tellurium appears in its standard state as Gas.,0,0,0
Promethium is in the Lanthanide group. Tellurium is used in thermoelectric devices and solar cells. Gold appears in its standard state as Solid.,1,1,1
Thorium is a radioactive element used as a nuclear fuel in some reactors. Strontium appears in its standard state as Solid. Tellurium has the atomic number of 80.,1,1,0
Terbium appears in its standard state as Gas. Helium has the symbol Th. Thulium has the atomic number of 79.,0,0,0
Neon is in the Alkaline earth metal group. Aluminum has the symbol Tc. Neodymium is in the Lanthanide group.,0,0,1
"Scandium has the atomic number of 35. Iridium is a rare, dense metal used in spark plugs, fountain pen nibs, and crucibles for high-temperature applications.. Osmium is the densest naturally occurring element and is used in some alloys.",0,1,1
Argon is in the Nonmetal group. Magnesium has the symbol P. Tantalum has the symbol Ta.,0,0,1
