statement,label_1,label_2,label_3
The cheetah has a diet of omnivore. The seagull has a diet of omnivore. The skunk has a habitat of mountain.,0,1,0
The tuna has a diet of omnivore. The narwhal is a mammal. The chimpanzee has a diet of omnivore.,0,1,1
The tiger has a habitat of forest. The leopard has a diet of omnivore. The bison uses walking for locomotion.,1,0,1
"The raccoon has a habitat of forest/urban. The tarantula uses flying for locomotion. Human uses for bison include meat, dairy products.",1,0,0
"The walrus has a diet of carnivore. The parrot has three hearts, nine brains, and can change color and texture for camouflage. The ostrich uses swimming for locomotion.",1,0,0
"The penguin has large, wing-like pectoral fins and filter-feeds on plankton with its wide mouth. The deer has a habitat of freshwater. The aardvark has a habitat of savanna.",0,0,1
The sparrow has a habitat of farmland/urban. The kangaroo uses jumping for locomotion. The gorilla has a diet of herbivore.,0,0,1
"The iguana has a diet of herbivore. The giraffe is known for its bright colors, intelligence, and ability to mimic human speech. Human uses for cheetah include conservation, research, zoos.",1,0,1
"The porcupine has a habitat of forest/grassland. Human uses for shark include pets, transport, wool. The eagle is a powerful bird of prey with keen eyesight and strong talons for catching prey.",0,0,1
"Human uses for iguana include pets, research. The tuna uses walking for locomotion. The sea turtle uses flying for locomotion.",1,0,0
"The tapir has a habitat of desert. The beaver has a habitat of freshwater. Human uses for snake include pets, research, venom extraction.",0,1,1
The bison has a habitat of terrestrial. The gecko has a diet of carnivore. The hyena uses walking for locomotion.,0,0,1
"The rat is a mammal. Human uses for camel include research, conservation. The whale has a habitat of forest.",1,0,0
"The panda has a diet of carnivore. The alpaca has a habitat of mountain. The mongoose is known for its agility and ability to kill venomous snakes, and has a thick coat to protect against bites.",0,1,1
"Human uses for snake include transportation, racing, therapy, work. The gazelle uses walking for locomotion. The koala uses walking for locomotion.",0,0,1
The aardvark uses sliding for locomotion. The tarantula has a habitat of various. The gazelle has the atomic number of bird.,0,1,0
The hedgehog is a mammal. The swan has a habitat of freshwater. The cheetah uses walking for locomotion.,1,1,0
"The crocodile has a diet of  carnivore. The octopus has three hearts, nine brains, and can change color and texture for camouflage. The bison has a diet of carnivore.",1,1,0
"The koala is a mammal. Human uses for narwhal include pets, ornamental ponds. Human uses for kangaroo include tourism, zoos, meat.",1,0,1
The seagull has the atomic number of mammal. The iguana has the atomic number of mammal. The elephant uses walking for locomotion.,0,0,1
The platypus has a diet of varies. The frog has a diet of herbivore. The polar bear is a mammal.,0,0,1
The cow uses walking for locomotion. The tarantula has a diet of herbivore. The lion has a habitat of grassland.,1,0,1
The goat has a habitat of freshwater. The lobster has a diet of omnivore. There are no specific human uses for swan.,0,1,0
The wolverine has the atomic number of reptile. The parrot has a diet of carnivore. The bison is a mammal.,0,0,1
"The rabbit uses walking for locomotion. The bat is known for its agility and ability to kill venomous snakes, and has a thick coat to protect against bites. The lobster has a habitat of marine.",0,0,1
"The hamster has a strong sense of smell and is known for its loyalty to humans. The goat uses walking for locomotion. Human uses for tortoise include pets, zoos.",0,1,1
The tortoise uses knuckle-walking for locomotion. The squirrel uses walking for locomotion. The hamster has a diet of omnivore.,0,0,1
The tuna has a habitat of freshwater. The elephant has a diet of herbivore. The manta ray uses swimming for locomotion.,0,1,1
The dog has a diet of carnivore. The chicken has a habitat of farmland/urban. The leopard has a habitat of various.,0,1,0
The tarantula has the atomic number of bird. The porcupine uses walking/swimming for locomotion. The porcupine uses walking for locomotion.,0,0,1
There are no specific human uses for gazelle. The gorilla is a mammal. The pigeon has the atomic number of mammal.,1,1,0
"The salmon is a fish. The ostrich has a diet of nectar. Human uses for hedgehog include tourism, zoos.",1,0,0
The bat is the only mammal capable of sustained flight and uses echolocation to navigate. The flamingo is a bird. The skunk uses walking for locomotion.,1,1,1
The pigeon uses flying for locomotion. The penguin has a habitat of grassland/savanna. The snake has a habitat of freshwater/marine.,1,0,0
The giraffe uses walking for locomotion. The tiger has the atomic number of fish. The hummingbird has a diet of herbivore.,1,0,0
The hedgehog uses walking for locomotion. The octopus uses flying for locomotion. The chimpanzee shares over 98% of its dna with humans and can use tools and learn sign language.,1,0,1
The llama has a diet of omnivore. The ostrich has a habitat of savanna. The tortoise has a diet of herbivore.,0,0,1
The armadillo has a diet of insectivore. The leopard uses swimming for locomotion. There are no specific human uses for otter.,1,0,0
The octopus has a diet of omnivore. The cat has a habitat of domestic/urban. The snake uses slithering for locomotion.,0,1,1
"The tuna has a diet of carnivore. The lobster has the atomic number of mammal. Human uses for goldfish include tourism, research, conservation.",1,0,0
The wolverine has a habitat of arctic/subarctic. The cow has the atomic number of amphibian. The rhinoceros has a habitat of grassland/forest.,1,0,1
"The cow has a diet of carnivore. The deer is the largest animal on earth, with some species using baleen plates to filter food from water. The dolphin has a habitat of marine.",0,0,1
The mongoose uses walking for locomotion. The walrus has a habitat of various. The deer has a diet of herbivore.,1,0,1
"The deer has the atomic number of bird. The frog has the atomic number of bird. Human uses for tiger include conservation, research, zoos.",0,0,1
"The alpaca uses flying for locomotion. Human uses for swan include tourism, ornamental displays. Human uses for vulture include food, research.",0,1,0
The manta ray has a habitat of marine. The skunk uses running for locomotion. The giant anteater is a mammal.,1,0,1
The sea turtle has a habitat of marine. The alpaca has the atomic number of mollusk. The beaver is a mammal.,1,0,1
The gorilla has a habitat of forest/grassland. The seagull has a habitat of mountain. The peacock has an iridescent tail with eye-like patterns used in courtship displays.,0,0,1
The platypus is a monotreme that lays eggs and has a duck-like bill with electroreceptors to locate prey. The salmon has the atomic number of mammal. The tuna is a fish.,1,0,1
There are no specific human uses for skunk. The sparrow uses flying for locomotion. The elephant has a habitat of coastal/alkaline lakes.,1,1,0
"The swan has a habitat of terrestrial. The hummingbird is a large, flightless bird with a helmet-like casque on its head and powerful legs with a dagger-like claw. The skunk has a strong, foul-smelling spray for defense, which can be accurately aimed at predators.",0,0,1
"Human uses for giraffe include conservation, research, zoos. The snake uses walking for locomotion. The rabbit has a diet of omnivore.",0,0,0
The giant anteater has a diet of insectivore. The polar bear uses walking/jumping for locomotion. The giant anteater has the atomic number of amphibian.,1,0,0
"The leopard has the atomic number of fish. The camel has a gelatinous bell and stinging tentacles to capture prey, and some species are bioluminescent. The lion has a habitat of forest.",0,0,0
There are no specific human uses for aardvark. There are no specific human uses for gecko. The iguana uses walking/swimming for locomotion.,1,1,0
"The shark has a diet of herbivore. The sparrow is a small, social bird that can be found in many urban environments. Human uses for dog include research, conservation.",0,1,0
The wolverine has a diet of omnivore. The narwhal has the atomic number of fish. The hippopotamus has a diet of herbivore.,0,0,1
The tortoise has a diet of carnivore. The rhinoceros has a comb and wattles on its head for thermoregulation. The crocodile has a diet of carnivore/herbivore.,0,0,0
"The raccoon has a diet of carnivore. Human uses for giant anteater include research, conservation. The hedgehog has a diet of insectivore.",0,0,1
The horse uses walking for locomotion. The hamster is nocturnal and has large cheek pouches to store and transport food. The tuna has a habitat of marine.,1,1,1
"Human uses for goldfish include pets, ornamental ponds. The chicken has a comb and wattles on its head for thermoregulation. The deer has a habitat of forest/grassland.",1,1,1
The shark uses swimming for locomotion. The camel is a mammal. The llama has a diet of herbivore.,1,1,1
The rat has a habitat of various. The lion uses walking for locomotion. The cassowary has a diet of herbivore.,0,1,0
The hedgehog has a habitat of forest. The wolverine has a habitat of various. The seahorse has the atomic number of bird.,0,0,0
"The platypus is a mammal. The squirrel has a diet of carnivore. The axolotl has a long, sticky tongue for capturing ants and termites, and a keen sense of smell to locate prey.",1,0,0
The zebra uses running for locomotion. The kangaroo has a habitat of grassland. The cat has a diet of carnivore.,0,0,1
"The pigeon has a long, graceful neck and is known for its beauty and aggressive behavior when defending its territory. The camel has a diet of carnivore. The horse has a habitat of grassland.",0,0,0
"The sparrow has a diet of omnivore. The swan uses swimming/flying for locomotion. Human uses for axolotl include pets, zoos.",1,1,0
The lion has a diet of herbivore. The dog has a strong sense of smell and is known for its loyalty to humans. There are no specific human uses for pigeon.,0,1,1
The kangaroo has webbed feet for swimming and can drink both fresh and saltwater. The axolotl uses swimming for locomotion. The salmon uses swimming for locomotion.,0,1,1
The ostrich uses running for locomotion. The jellyfish uses drifting for locomotion. The seagull has a diet of carnivore.,1,1,0
"There are no specific human uses for chimpanzee. The armadillo has a hard, bony armor for protection and can curl into a ball to defend itself. The peacock has a diet of omnivore.",0,1,1
"The narwhal has a habitat of arctic. Human uses for polar bear include pets, research. There are no specific human uses for bat.",1,0,0
The crocodile has a powerful bite and can go without food for long periods of time. Human uses for bat include pest control. There are no specific human uses for kangaroo.,1,1,0
"The swan has the atomic number of mammal. The shark has a diet of carnivore. Human uses for camel include transportation, meat, milk, wool.",0,1,1
"The dog has permeable skin that can absorb water and respire oxygen, and changes color to blend with its environment. The elephant has the atomic number of fish. The chicken has the atomic number of reptile.",0,0,0
"Human uses for hedgehog include pets, pest control. The tarantula has a diet of insectivore. The shark uses walking for locomotion.",1,1,0
"The lobster has a hard exoskeleton, which it must molt to grow, and can live for over 50 years. The cat has a comb and wattles on its head for thermoregulation. The giraffe is a mammal.",1,0,1
"The hamster has a diet of insectivore. The goat has a diet of carnivore. The giraffe has an extremely long neck, which enables it to reach leaves on tall trees.",0,0,1
"The deer is a mammal. Human uses for rhinoceros include pets, ornamental displays. Human uses for bee include pollination, honey production.",1,0,1
"The whale is a mammal. The rat has a habitat of urban/wild. Human uses for peacock include pets, research, pest control.",1,1,0
"The jellyfish has a hard shell for protection and can live for over 100 years, returning to the same nesting beaches to lay eggs. The hyena has a diet of nectar. The crocodile has the atomic number of mammal.",0,0,0
The bison has strong hind legs for powerful jumps and kicks. The flamingo uses wading for locomotion. The manta ray has a diet of herbivore.,0,1,0
The aardvark has a habitat of forest. The eagle is highly intelligent and known for its playful and social behavior. The salmon has a habitat of mountain.,0,0,0
The tiger is a mammal. The bat has a habitat of various. The dog has the atomic number of amphibian.,1,1,0
Human uses for salmon include food. The snake has a habitat of terrestrial. The cheetah is a mammal.,1,1,1
The peacock has a diet of insectivore. The cheetah has a diet of carnivore. The chicken uses swimming/flying for locomotion.,0,1,0
"The axolotl exhibits neoteny, retaining larval features throughout its life, and has remarkable regenerative abilities. Human uses for lobster include food, research. The walrus has the atomic number of bird.",1,1,0
"The deer has a diet of insectivore. The swan uses walking for locomotion. Human uses for seagull include conservation, research, zoos.",0,0,0
"The whale is the largest animal on earth, with some species using baleen plates to filter food from water. Human uses for hyena include pets, research, venom extraction. The elephant has a diet of omnivore.",1,0,0
The giant anteater has a habitat of grassland/forest. The tiger has a diet of carnivore. The chimpanzee has the atomic number of bird.,1,1,0
"The koala has a diet of omnivore. There are no specific human uses for walrus. Human uses for gecko include research, conservation.",0,0,0
"There are no specific human uses for rat. The leopard uses walking for locomotion. The cheetah is the fastest land animal, reaching speeds up to 60-70 mph.",0,1,1
"The dolphin has the atomic number of reptile. The chicken has a hard, bony armor for protection and can curl into a ball to defend itself. The otter has a habitat of forest.",0,0,0
"The hedgehog has a flexible, prehensile snout to grasp and manipulate food, and is an important seed disperser. The cat isn't very social but is adored by many humans and has retractable claws for climbing and hunting. Human uses for pigeon include work, tourism, conservation.",0,1,0
The cat is a mammal. The vulture is a bird. The hummingbird uses flying for locomotion.,1,1,1
"The narwhal uses walking for locomotion. Human uses for polar bear include conservation, research. The panda uses swimming for locomotion.",0,1,0
"Human uses for raccoon include conservation, research, zoos. There are no specific human uses for shark. The cassowary has the atomic number of mammal.",0,1,0
The goldfish is highly intelligent and known for its playful and social behavior. The koala primarily eats eucalyptus leaves and has a specialized digestive system to detoxify the plant's natural toxins. The cow has an iridescent tail with eye-like patterns used in courtship displays.,0,1,0
The goldfish is a fish. The tuna is a fast swimmer and can maintain high speeds for extended periods of time. The hyena has the atomic number of reptile.,1,1,0
"The eagle uses swimming/flying for locomotion. The sea turtle has a hard shell for protection and can live for over 100 years, returning to the same nesting beaches to lay eggs. The polar bear has a diet of carnivore.",0,1,1
The deer uses walking for locomotion. There are no specific human uses for hyena. The zebra has the atomic number of bird.,1,1,0
"The dolphin is a mammal. Human uses for llama include fur, research. The cow uses swimming for locomotion.",1,0,0
"The mongoose is a mammal. The crocodile has humps that store fat, which can be metabolized for energy and water during long treks. The tarantula has a habitat of freshwater.",1,0,0
The goldfish uses swimming for locomotion. The salmon has a diet of herbivore. The snake has the atomic number of mammal.,1,0,0
"The cow has a habitat of coastal. There are no specific human uses for squirrel. Human uses for octopus include conservation, research, zoos.",0,1,0
"The parrot uses walking for locomotion. Human uses for crocodile include conservation, research, zoos. There are no specific human uses for raccoon.",0,0,1
The rabbit has long ears for detecting predators and strong hind legs for escaping. The hamster uses walking for locomotion. The gecko has a habitat of various.,1,1,1
"The gorilla is the largest primate and exhibits complex social behavior. Human uses for axolotl include pets, research, conservation. The cassowary is a large, flightless bird with a helmet-like casque on its head and powerful legs with a dagger-like claw.",1,1,1
There are no specific human uses for porcupine. The octopus is a mollusk. The bat has a habitat of grassland/forest.,1,1,0
"Human uses for cassowary include conservation, research, zoos. The platypus has the atomic number of reptile. The hippopotamus has long ears for detecting predators and strong hind legs for escaping.",1,0,0
"The sparrow is a monotreme that lays eggs and has a duck-like bill with electroreceptors to locate prey. The panda primarily eats bamboo, has a pseudo-thumb for grasping, and is a symbol for wildlife conservation. The seahorse has a diet of carnivore.",0,1,1
The gorilla isn't very social but is adored by many humans and has retractable claws for climbing and hunting. The rabbit has the atomic number of arachnid. The manta ray is a fish.,0,0,1
"The beaver builds dams and lodges out of sticks and mud, and has large, strong teeth for cutting trees. The walrus uses swimming for locomotion. The cheetah has a habitat of grassland.",1,1,1
The crocodile has a habitat of marine/polar. The flamingo has a diet of carnivore. The rat uses walking for locomotion.,0,0,1
The dog has a habitat of domestic/urban. The seahorse has a diet of herbivore. The whale uses swimming for locomotion.,1,0,1
"The beaver has thick, luxurious wool and is a smaller relative of the llama. Human uses for bee include conservation, research, zoos. Human uses for rat include pets, research, pest control.",0,0,1
"Human uses for parrot include pets, research, conservation. The snake is a reptile. The porcupine has a diet of nectar.",1,1,0
"The horse is a mammal. The goat has a diet of herbivore. Human uses for moose include research, conservation.",1,1,0
"The giant anteater uses walking for locomotion. Human uses for lion include conservation, research, zoos. The lobster migrates from freshwater to saltwater habitats during its life cycle.",1,1,0
The frog has thick wool for insulation and can spit when threatened or annoyed. The salmon is a monotreme that lays eggs and has a duck-like bill with electroreceptors to locate prey. The cheetah has the atomic number of mollusk.,0,0,0
"The otter has a habitat of freshwater/marine. Human uses for peacock include pets, ornamental displays. The tortoise uses walking for locomotion.",1,1,1
"Human uses for porcupine include research, entertainment, therapy. The chicken has a diet of omnivore. The chimpanzee uses flying for locomotion.",0,1,0
"The rabbit has a diet of herbivore. The porcupine has the atomic number of bird. Human uses for eagle include conservation, research.",1,0,1
